COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADA 75677 26240 93752
ADAMS 415 212 1556
BANNOCK 10342 5894 17180
"BEAR LAKE" 255 470 2203
BENEWAH 770 312 3103
BINGHAM 2924 2794 10907
BLAINE 6416 968 3340
BOISE 777 364 2673
BONNER 5819 1781 13343
BONNEVILLE 8930 8592 26699
BOUNDARY 933 441 3789
BUTTE 160 156 914
CAMAS 110 70 410
CANYON 16883 8680 47222
CARIBOU 271 489 2275
CASSIA 1036 1193 5949
CLARK 44 36 203
CLEARWATER 704 245 2852
CUSTER 427 210 1777
ELMORE 1814 892 5816
FRANKLIN 385 1213 3901
FREMONT 651 974 4090
GEM 1229 745 5980
GOODING 930 518 3743
IDAHO 1196 596 6441
JEFFERSON 976 2063 8436
JEROME 1329 778 4644
KOOTENAI 16264 5597 44449
LATAH 8093 2815 7265
LEMHI 733 352 3011
LEWIS 270 118 1202
LINCOLN 360 204 1184
MADISON 1201 5546 8941
MINIDOKA 1167 817 4887
"NEZ PERCE" 4828 1674 10699
ONEIDA 184 353 1531
OWYHEE 591 282 3052
PAYETTE 1507 708 6489
POWER 699 393 1666
SHOSHONE 1384 439 3297
TETON 2159 650 2167
"TWIN FALLS" 6233 3813 19828
VALLEY 1913 530 2906
WASHINGTON 776 396 3283
