COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
"DISTRICT 1" 2597 224 4149
"DISTRICT 10" 2074 149 3392
"DISTRICT 11" 1924 206 7736
"DISTRICT 12" 1914 208 5467
"DISTRICT 13" 2800 294 8432
"DISTRICT 14" 2132 216 8108
"DISTRICT 15" 2510 349 8227
"DISTRICT 16" 2636 287 7774
"DISTRICT 17" 2645 182 6621
"DISTRICT 18" 2046 113 4252
"DISTRICT 19" 3095 171 4106
"DISTRICT 2" 3468 238 4029
"DISTRICT 20" 2474 128 2536
"DISTRICT 21" 3647 191 4837
"DISTRICT 22" 3337 188 3109
"DISTRICT 23" 4075 199 2808
"DISTRICT 24" 3380 181 4127
"DISTRICT 25" 3233 168 3042
"DISTRICT 26" 4472 186 4037
"DISTRICT 27" 3130 209 5159
"DISTRICT 28" 3642 197 5953
"DISTRICT 29" 2684 151 4127
"DISTRICT 3" 5657 281 2829
"DISTRICT 30" 3486 197 5500
"DISTRICT 31" 3596 205 6419
"DISTRICT 32" 5176 264 6867
"DISTRICT 33" 2089 249 6571
"DISTRICT 34" 1920 270 7358
"DISTRICT 35" 4254 290 4959
"DISTRICT 36" 2264 208 4201
"DISTRICT 37" 1868 136 2661
"DISTRICT 38" 2549 215 2056
"DISTRICT 39" 2695 166 2323
"DISTRICT 4" 4161 273 4302
"DISTRICT 40" 2137 177 2686
"DISTRICT 5" 3393 304 3426
"DISTRICT 6" 2351 239 4234
"DISTRICT 7" 4283 314 6297
"DISTRICT 8" 4995 342 4983
"DISTRICT 9" 2805 197 4141
"DISTRICT 99" 0 0 0
