COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ADAMS 4685 273 8252
ANTELOPE 757 45 2383
ARTHUR 39 7 217
BANNER 62 6 348
BLAINE 43 7 266
BOONE 742 52 2042
"BOX BUTTE" 1886 161 2932
BOYD 250 21 839
BROWN 311 48 1208
BUFFALO 5867 329 13097
BURT 1413 67 1907
BUTLER 1190 92 2557
CASS 4753 249 7120
CEDAR 1190 72 2912
CHASE 341 26 1477
CHERRY 599 100 2360
CHEYENNE 1173 94 3572
CLAY 780 76 2177
COLFAX 1125 60 2018
CUMING 1274 81 2732
CUSTER 1192 85 4301
DAKOTA 2994 110 3292
DAWES 1285 114 2376
DAWSON 2399 127 5460
DEUEL 243 18 732
DIXON 946 63 1785
DODGE 6689 304 8557
DOUGLAS 116810 3600 106291
DUNDY 218 18 783
FILLMORE 962 72 1913
FRANKLIN 442 31 1079
FRONTIER 349 21 1034
FURNAS 556 47 1725
GAGE 4473 252 5435
GARDEN 283 11 844
GARFIELD 212 18 800
GOSPER 260 12 776
GRANT 41 8 318
GREELEY 458 26 715
HALL 7855 439 12977
HAMILTON 1332 78 3389
HARLAN 402 35 1329
HAYES 85 7 461
HITCHCOCK 346 32 1001
HOLT 1089 139 3746
HOOKER 75 8 355
HOWARD 1083 66 1847
JEFFERSON 1520 74 2103
JOHNSON 914 54 1142
KEARNEY 876 50 2224
KEITH 974 52 2942
"KEYA PAHA" 115 9 409
KIMBALL 439 26 1346
KNOX 1255 101 2728
LANCASTER 65734 2358 59398
LINCOLN 5046 414 10817
LOGAN 81 8 327
LOUP 86 5 302
MADISON 4142 248 9655
MCPHERSON 45 8 240
MERRICK 986 70 2375
MORRILL 557 69 1725
"NANCE" 549 42 1116
NEMAHA 1240 100 2134
NUCKOLLS 657 66 1498
OTOE 2915 144 4033
PAWNEE 483 42 859
PERKINS 310 18 1092
PHELPS 1050 63 3360
PIERCE 783 58 2385
PLATTE 3796 251 9373
POLK 668 53 1822
"RED WILLOW" 1216 93 3735
RICHARDSON 1513 113 2342
ROCK 139 22 640
SALINE 2674 143 2434
SARPY 28010 1196 38816
SAUNDERS 3767 257 6188
"SCOTTS BLUFF" 4745 277 9708
SEWARD 2703 179 4647
SHERIDAN 454 67 1941
SHERMAN 585 37 950
SIOUX 117 12 603
STANTON 664 50 1781
THAYER 860 50 1749
THOMAS 51 8 331
THURSTON 1120 34 972
VALLEY 706 60 1657
WASHINGTON 3711 184 6425
WAYNE 1249 56 2503
WEBSTER 552 32 1233
WHEELER 96 10 334
YORK 1607 113 4848
