COUNTY DEM GRN LIB OTH REP
COUNTY Biden_D Other_G Jorgensen_L Other_O Trump_R
HAWAII 58731 805 1027 354 26897
HONOLULU 238866 2178 3437 1371 136250
KAUAI 21225 254 303 133 11582
MAUI 47305 585 772 256 22126
