COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ALLEGANY 7875 1509 21270
"ANNE ARUNDEL" 128419 19259 122403
BALTIMORE 218412 22793 149477
"BALTIMORE CITY" 202673 11524 25205
CALVERT 18225 3007 26176
CAROLINE 4009 736 9368
CARROLL 26567 7066 58215
CECIL 13650 2751 28868
CHARLES 49341 3348 25614
DORCHESTER 6245 567 8413
FREDERICK 56522 9633 59522
GARRETT 2567 668 10776
HARFORD 47077 8735 77860
HOWARD 102597 12112 47484
KENT 4575 570 4876
MONTGOMERY 357837 28332 92704
"PRINCE GEORGE'S" 344049 13525 32811
"QUEEN ANNE'S" 7973 1557 16993
SOMERSET 4196 363 5341
"ST. MARY'S" 17534 3645 28663
TALBOT 8653 1176 10724
WASHINGTON 21129 3864 40998
WICOMICO 18050 2299 22198
WORCESTER 9753 1310 17210
