COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ALBANY 7458 976 7866
"BIG HORN" 868 171 4285
CAMPBELL 2163 455 14953
CARBON 2110 251 4148
CONVERSE 1089 211 5043
CROOK 426 150 3109
FREMONT 5333 531 11075
GOSHEN 1458 170 4178
"HOT SPRINGS" 523 97 1895
JOHNSON 749 147 3363
LARAMIE 14295 1306 23904
LINCOLN 1287 187 7144
"NATRONA" 8961 1280 22132
NIOBRARA 200 54 1022
PARK 2927 447 11234
PLATTE 1223 172 3136
SHERIDAN 3618 437 10267
SUBLETTE 767 137 3472
SWEETWATER 4774 693 11428
TETON 6213 393 4858
UINTA 1628 296 6615
WASHAKIE 794 136 3014
WESTON 422 116 2821
