COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 216 93 909
BARNES 1597 587 3160
BENSON 842 240 929
BILLINGS 59 51 495
BOTTINEAU 736 264 2494
BOWMAN 227 114 1446
BURKE 119 38 895
BURLEIGH 10881 4566 32532
CASS 31361 9644 39816
CAVALIER 476 173 1357
DICKEY 554 186 1667
DIVIDE 245 107 867
DUNN 358 114 1771
EDDY 355 85 791
EMMONS 215 89 1677
FOSTER 347 131 1241
"GOLDEN VALLEY" 99 62 796
"GRAND FORKS" 10851 3174 16340
GRANT 185 88 1108
GRIGGS 298 120 847
HETTINGER 168 78 1050
KIDDER 179 86 1111
LAMOURE 502 168 1481
LOGAN 114 65 888
MCHENRY 490 280 2050
MCINTOSH 235 111 1100
MCKENZIE 698 304 3670
MCLEAN 1081 374 3860
MERCER 621 302 3759
MORTON 3080 1416 11336
MOUNTRAIL 1220 304 2582
NELSON 536 156 1025
OLIVER 119 68 830
PEMBINA 681 264 2208
PIERCE 431 203 1437
RAMSEY 1505 583 3217
RANSOM 838 311 1210
RENVILLE 201 99 993
RICHLAND 2064 761 4767
ROLETTE 2099 439 1217
SARGENT 694 215 1088
SHERIDAN 95 42 650
SIOUX 758 214 260
SLOPE 43 25 362
STARK 1753 814 9755
STEELE 361 100 538
STUTSMAN 2498 939 6718
TOWNER 305 119 733
TRAILL 1241 427 2265
WALSH 1167 474 2995
WARD 5806 2970 18636
WELLS 419 168 1796
WILLIAMS 1735 1003 10069
