COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ACCOMACK 5518 112 7726
ALBEMARLE 22088 449 21189
ALEXANDRIA 41116 555 19844
ALLEGHANY 3203 30 3962
AMELIA 1862 36 3499
AMHERST 4866 71 7758
APPOMATTOX 2191 98 4366
ARLINGTON 63987 1028 29635
AUGUSTA 7019 585 22100
BATH 828 22 1432
BEDFORD 10144 405 23397
BLAND 846 57 1962
BOTETOURT 4801 131 10865
BRISTOL 2400 49 4275
BRUNSWICK 4062 12 2852
BUCHANAN 5275 47 4507
BUCKINGHAM 2789 53 3185
"BUENA VISTA" 936 36 1417
CAMPBELL 6862 244 15891
CAROLINE 4878 77 4999
CARROLL 3888 67 8173
"CHARLES CITY" 2155 30 1254
CHARLOTTE 2223 49 3166
CHARLOTTESVILLE 11088 190 4172
CHESAPEAKE 38744 514 52283
CHESTERFIELD 49346 723 83745
CLARKE 2699 65 3741
"COLONIAL HEIGHTS" 2061 41 6129
COVINGTON 1179 18 1104
CRAIG 901 14 1706
CULPEPER 5476 103 10026
CUMBERLAND 1721 28 2377
DANVILLE 9436 277 9399
DICKENSON 3761 54 3591
DINWIDDIE 4569 77 6193
EMPORIA 1247 4 970
ESSEX 2007 33 2304
FAIRFAX 251066 3834 217025
"FALLS CHURCH" 3944 80 2074
FAUQUIER 10712 192 19011
FLOYD 2488 84 4162
FLUVANNA 4415 84 6458
FRANKLIN 9912 186 15661
FREDERICK 8853 301 19386
FREDERICKSBURG 4085 67 3390
GALAX 987 12 1336
GILES 3047 131 4320
GLOUCESTER 5105 144 11084
GOOCHLAND 3583 87 6668
GRAYSON 2430 52 4655
GREENE 2240 129 4570
GREENSVILLE 2514 12 1732
HALIFAX 6220 73 8363
HAMPTON 32016 326 23399
HANOVER 13941 266 35404
HARRISONBURG 4726 139 6165
HENRICO 60864 745 71809
HENRY 9851 249 13358
HIGHLAND 522 16 982
HOPEWELL 3573 112 4251
"ISLE OF WIGHT" 5871 71 9929
"JAMES CITY" 11934 207 18949
"KING AND QUEEN" 1506 43 1737
"KING GEORGE" 2739 58 5124
"KING WILLIAM" 2436 39 4397
LANCASTER 2477 29 3724
LEE 4005 101 5664
LEXINGTON 1340 27 982
LOUDOUN 47271 777 60382
LOUISA 4844 108 7083
LUNENBURG 2362 25 2858
LYNCHBURG 11727 213 14400
MADISON 2176 40 3556
MANASSAS 5562 84 7257
"MANASSAS PARK" 1498 27 1807
MARTINSVILLE 3036 29 2538
MATHEWS 1589 43 3497
MECKLENBURG 5293 168 7319
MIDDLESEX 1914 127 3336
MONTGOMERY 14128 317 17070
NELSON 3543 57 3539
"NEW KENT" 2443 89 5414
"NEWPORT NEWS" 35319 425 32208
NORFOLK 43518 651 26401
NORTHAMPTON 2775 55 2669
NORTHUMBERLAND 2548 29 3832
NORTON 725 11 768
NOTTOWAY 2635 92 3303
ORANGE 5015 164 7749
PAGE 3324 58 6221
PATRICK 2572 136 5507
PETERSBURG 9682 29 2238
PITTSYLVANIA 9274 470 17673
POQUOSON 1424 52 5004
PORTSMOUTH 24112 210 15212
POWHATAN 3112 96 8955
"PRINCE EDWARD" 3632 113 3571
"PRINCE GEORGE" 5066 57 8131
"PRINCE WILLIAM" 61271 1016 69776
PULASKI 5310 172 8769
RADFORD 2244 37 2564
RAPPAHANNOCK 1837 41 2172
RICHMOND 53410 557 23719
ROANOKE 34944 772 47257
ROCKBRIDGE 3627 142 5412
ROCKINGHAM 7273 206 21737
RUSSELL 5167 179 6077
SALEM 4254 115 7115
SCOTT 3324 164 6479
SHENANDOAH 5186 140 11820
SMYTH 4143 270 7906
SOUTHAMPTON 3431 43 4018
SPOTSYLVANIA 16623 295 28527
STAFFORD 17208 278 28500
STAUNTON 3756 68 5805
SUFFOLK 15233 193 16763
SURRY 1954 25 1543
SUSSEX 2420 35 1890
TAZEWELL 7184 257 10039
"VIRGINIA BEACH" 70666 1269 103752
WARREN 5241 227 8600
WASHINGTON 7339 426 14749
WAYNESBORO 2792 79 5092
WESTMORELAND 3370 45 3433
WILLIAMSBURG 2216 40 2064
WINCHESTER 3967 93 5283
WISE 5802 180 8330
WYTHE 3581 62 7911
YORK 10276 208 19396
