COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ALAMANCE 20686 187 33302
ALEXANDER 4618 54 10928
ALLEGHANY 1922 22 2883
ANSON 5413 16 3796
ASHE 4477 54 7292
AVERY 1805 41 5678
BEAUFORT 7025 65 12432
BERTIE 4938 37 3057
BLADEN 6109 30 6174
BRUNSWICK 14903 149 22925
BUNCOMBE 51868 654 52491
BURKE 11728 112 18922
CABARRUS 19803 241 40780
CALDWELL 9999 163 21186
CAMDEN 1339 11 2480
CARTERET 7732 127 17716
CASWELL 4539 30 4868
CATAWBA 18858 228 39602
CHATHAM 12897 133 12892
CHEROKEE 3635 47 7517
CHOWAN 2406 13 2967
CLAY 1628 29 3209
CLEVELAND 14215 114 22750
COLUMBUS 10343 75 10773
CRAVEN 14019 162 23575
CUMBERLAND 45788 299 49139
CURRITUCK 2909 54 6013
DARE 6136 67 9345
DAVIDSON 17191 230 42075
DAVIE 4233 75 12372
DUPLIN 6923 49 9611
DURHAM 74524 513 34614
EDGECOMBE 12877 39 8163
FORSYTH 63340 491 75294
FRANKLIN 9286 92 11540
GASTON 20254 249 43252
GATES 2121 8 1924
GRAHAM 1272 22 2693
GRANVILLE 9057 53 9491
GREENE 2665 7 3800
GUILFORD 100042 1018 98254
HALIFAX 11528 31 8088
HARNETT 11563 86 20922
HAYWOOD 11237 150 14545
HENDERSON 15003 206 28025
HERTFORD 5141 49 2942
HOKE 5794 37 5257
HYDE 1048 10 1235
IREDELL 18065 233 38675
JACKSON 6737 86 7351
JOHNSTON 17266 188 36903
JONES 1893 13 2607
LEE 7657 52 11834
LENOIR 10207 33 12939
LINCOLN 9434 93 20052
MACON 5489 87 9448
MADISON 4234 54 5175
MARTIN 5102 16 5334
MCDOWELL 5330 82 10590
MECKLENBURG 166828 1190 155084
MITCHELL 2080 32 5686
MONTGOMERY 4313 22 5745
MOORE 13555 113 24714
"NASH" 15693 78 21902
"NEW HANOVER" 35572 324 45351
NORTHAMPTON 5584 10 3176
ONSLOW 11250 137 25890
ORANGE 42910 472 20771
PAMLICO 2335 24 3679
PASQUOTANK 6984 55 6609
PENDER 6999 49 10037
PERQUIMANS 1971 22 2965
PERSON 6198 43 8973
PITT 24924 129 28590
POLK 3787 94 5140
RANDOLPH 12966 173 37771
RICHMOND 8383 53 7709
ROBESON 17868 94 15909
ROCKINGHAM 14430 118 22840
ROWAN 16735 217 34915
RUTHERFORD 8184 131 16343
SAMPSON 9649 39 12600
SCOTLAND 6386 20 5141
STANLY 7650 89 17814
STOKES 5767 64 13583
SURRY 8304 101 17587
SWAIN 2419 32 2593
TRANSYLVANIA 6097 105 9386
TYRRELL 731 4 855
UNION 17974 207 42820
VANCE 8762 31 6884
WAKE 169909 1611 177324
WARREN 5171 16 2840
WASHINGTON 2969 18 2484
WATAUGA 11232 159 12659
WAYNE 15076 87 24883
WILKES 7862 95 19197
WILSON 14206 65 16264
YADKIN 3451 46 11816
YANCEY 4434 57 4940
