COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAIR 2127 0 4381
ALFALFA 322 0 1761
ATOKA 1243 0 3538
BEAVER 244 0 2062
BECKHAM 1417 0 5508
BLAINE 992 0 2824
BRYAN 3681 0 9520
CADDO 3164 0 5687
CANADIAN 10537 0 35625
CARTER 4908 0 12214
CHEROKEE 6144 0 8162
CHOCTAW 1494 0 3572
CIMARRON 115 0 1082
CLEVELAND 34771 0 59116
COAL 649 0 1710
COMANCHE 12521 0 17664
COTTON 657 0 1796
CRAIG 1747 0 3559
CREEK 7128 0 18986
CUSTER 2359 0 7446
DELAWARE 4196 0 10080
DEWEY 301 0 1792
ELLIS 226 0 1575
GARFIELD 4733 0 15177
GARVIN 2559 0 6925
GRADY 4786 0 14833
GRANT 393 0 1675
GREER 488 0 1344
HARMON 264 0 659
HARPER 173 0 1261
HASKELL 1175 0 3069
HUGHES 1370 0 2838
JACKSON 1954 0 5965
JEFFERSON 605 0 1634
JOHNSTON 1137 0 2649
KAY 4627 0 11499
KINGFISHER 898 0 4870
KIOWA 1106 0 2316
LATIMER 1170 0 2628
"LE FLORE" 4662 0 11177
LINCOLN 3273 0 9553
LOGAN 4724 0 12314
LOVE 1034 0 2436
MAJOR 446 0 2700
MARSHALL 1396 0 3744
MAYES 4823 0 9637
MCCLAIN 3194 0 11112
MCCURTAIN 2440 0 7635
MCINTOSH 2779 0 4509
MURRAY 1540 0 3606
MUSKOGEE 9952 0 13404
NOBLE 1143 0 3488
NOWATA 1244 0 2832
OKFUSKEE 1256 0 2335
OKLAHOMA 106982 0 149728
OKMULGEE 5432 0 7731
OSAGE 6704 0 11242
OTTAWA 3509 0 6466
PAWNEE 1813 0 4232
PAYNE 9198 0 16481
PITTSBURG 4831 0 10841
PONTOTOC 3947 0 8945
POTTAWATOMIE 7188 0 16250
PUSHMATAHA 1043 0 3087
"ROGER MILLS" 272 0 1402
ROGERS 9148 0 27553
SEMINOLE 2600 0 4856
SEQUOYAH 4193 0 9578
STEPHENS 3939 0 12908
TEXAS 862 0 4930
TILLMAN 906 0 1815
TULSA 82744 0 145062
WAGONER 7791 0 20900
WASHINGTON 5532 0 15668
WASHITA 822 0 3494
WOODS 671 0 2727
WOODWARD 1133 0 5945
