COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ADAIR 2052 0 4638
ALFALFA 411 0 2023
ATOKA 1370 0 3511
BEAVER 265 0 2199
BECKHAM 1625 0 5772
BLAINE 1011 0 3101
BRYAN 4426 0 9307
CADDO 3404 0 6413
CANADIAN 11426 0 36428
CARTER 5603 0 13241
CHEROKEE 7194 0 9186
CHOCTAW 1860 0 3730
CIMARRON 152 0 1119
CLEVELAND 39681 0 64749
COAL 600 0 1672
COMANCHE 14120 0 20127
COTTON 690 0 1793
CRAIG 2073 0 3858
CREEK 8318 0 20187
CUSTER 2660 0 7842
DELAWARE 5085 0 10277
DEWEY 346 0 1857
ELLIS 282 0 1627
GARFIELD 5545 0 17067
GARVIN 3028 0 7710
GRADY 5520 0 15195
GRANT 514 0 1836
GREER 566 0 1548
HARMON 333 0 757
HARPER 221 0 1342
HASKELL 1474 0 3207
HUGHES 1709 0 3134
JACKSON 2264 0 6719
JEFFERSON 805 0 1652
JOHNSTON 1249 0 2708
KAY 5463 0 13230
KINGFISHER 1009 0 5372
KIOWA 1226 0 2537
LATIMER 1313 0 2860
"LE FLORE" 5136 0 11605
LINCOLN 3504 0 10470
LOGAN 5717 0 12556
LOVE 1257 0 2589
MAJOR 515 0 2956
MARSHALL 1643 0 3730
MAYES 5749 0 10234
MCCLAIN 3551 0 11193
MCCURTAIN 2794 0 7745
MCINTOSH 3320 0 4903
MURRAY 1592 0 3746
MUSKOGEE 11294 0 15289
NOBLE 1174 0 3881
NOWATA 1411 0 3031
OKFUSKEE 1480 0 2643
OKLAHOMA 116182 0 163172
OKMULGEE 6191 0 8727
OSAGE 7498 0 12160
OTTAWA 4268 0 6905
PAWNEE 2063 0 4533
PAYNE 10601 0 18435
PITTSBURG 5457 0 11752
PONTOTOC 4512 0 9750
POTTAWATOMIE 7910 0 17753
PUSHMATAHA 1265 0 3208
"ROGER MILLS" 287 0 1502
ROGERS 10772 0 27743
SEMINOLE 2977 0 5600
SEQUOYAH 4454 0 9466
STEPHENS 4538 0 14394
TEXAS 923 0 5336
TILLMAN 1042 0 2195
TULSA 96133 0 158363
WAGONER 8810 0 21441
WASHINGTON 6308 0 16457
WASHITA 1052 0 3724
WOODS 873 0 3043
WOODWARD 1350 0 6404
