COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
BAKER 2369 377 5702
BENTON 27776 2035 14991
CLACKAMAS 95493 5247 88592
CLATSOP 9861 708 7249
COLUMBIA 12004 1099 10772
COOS 12845 1168 14673
CROOK 3104 336 6790
CURRY 4625 455 6598
DESCHUTES 36961 2476 42463
DOUGLAS 17145 1882 30776
GILLIAM 371 51 639
GRANT 853 132 2926
HARNEY 832 144 2607
"HOOD RIVER" 6058 351 3429
JACKSON 44468 3639 49020
JEFFERSON 3301 232 4642
JOSEPHINE 14953 1612 23673
KLAMATH 8302 952 18898
LAKE 770 132 2808
LANE 102652 6689 62509
LINCOLN 13401 897 8686
LINN 20378 2104 28944
MALHEUR 2759 346 6851
MARION 56376 3810 60190
MORROW 1202 148 2532
MULTNOMAH 274887 14533 75302
POLK 16292 1146 17819
SHERMAN 319 29 678
TILLAMOOK 6293 542 5684
UMATILLA 8584 886 15499
UNION 3973 461 7636
WALLOWA 1253 148 2804
WASCO 5211 433 5229
WASHINGTON 135291 7758 93974
WHEELER 266 47 545
YAMHILL 19260 1602 22045
