COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
BEAVERHEAD 1371 152 3289
"BIG HORN" 2882 77 1667
BLAINE 1616 65 1178
BROADWATER 764 95 2152
CARBON 2146 167 3533
CARTER 96 20 678
CASCADE 15232 987 18345
CHOUTEAU 978 85 1758
CUSTER 1833 159 3373
DANIELS 237 30 740
DAWSON 1219 175 3029
"DEER LODGE" 2860 152 1448
FALLON 237 40 1128
FERGUS 1640 174 4257
FLATHEAD 13892 1275 28309
GALLATIN 21961 1563 24358
GARFIELD 66 12 622
GLACIER 2924 113 1415
"GOLDEN VALLEY" 110 18 351
GRANITE 533 65 1107
HILL 3403 253 3164
JEFFERSON 2272 193 4055
"JUDITH BASIN" 337 24 854
LAKE 5805 364 7135
"LEWIS AND CLARK" 15620 895 16803
LIBERTY 257 29 702
LINCOLN 2552 280 6057
MADISON 1289 111 3130
MCCONE 223 25 745
MEAGHER 269 33 670
MINERAL 700 101 1216
MISSOULA 32824 1716 22652
MUSSELSHELL 492 82 1833
PARK 3783 276 4709
PETROLEUM 49 9 240
PHILLIPS 471 69 1688
PONDERA 975 71 1673
"POWDER RIVER" 170 24 833
POWELL 888 82 1806
PRAIRIE 167 16 520
RAVALLI 7285 614 14307
RICHLAND 1002 133 3510
ROOSEVELT 2086 72 1514
ROSEBUD 1422 97 2004
SANDERS 1720 201 3980
SHERIDAN 665 56 1207
"SILVER BOW" 10857 469 5430
STILLWATER 1248 117 3337
"SWEET GRASS" 475 48 1594
TETON 1082 86 2113
TOOLE 582 80 1440
TREASURE 114 22 319
VALLEY 1385 137 2337
WHEATLAND 272 27 693
WIBAUX 98 25 421
YELLOWSTONE 26403 1904 40500
