COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
BEAVER 542 65 1902
"BOX ELDER" 3311 519 15228
CACHE 10294 1911 29127
CARBON 3468 218 4091
DAGGETT 131 11 297
DAVIS 30477 3084 77341
DUCHESNE 911 144 4689
EMERY 973 117 3358
GARFIELD 405 44 1710
GRAND 2067 139 1871
IRON 3258 674 12518
JUAB 741 192 2683
KANE 856 86 2212
MILLARD 758 328 3653
MORGAN 689 161 3311
PIUTE 141 22 635
RICH 154 21 831
"SALT LAKE" 176988 10069 176692
"SAN JUAN" 2406 86 2638
SANPETE 1631 476 6664
SEVIER 1359 254 6394
SUMMIT 9532 321 6956
TOOELE 5830 509 10998
UINTAH 1462 248 8441
UTAH 29567 5488 122224
WASATCH 2892 209 5430
WASHINGTON 10826 1392 37311
WAYNE 335 39 940
WEBER 25666 1843 45885
