COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ALLEN 2189 114 3552
ANDERSON 1175 89 2362
ATCHISON 3241 159 3791
BARBER 598 31 1833
BARTON 3027 228 7802
BOURBON 2394 147 4240
BROWN 1317 74 2985
BUTLER 9159 559 18155
CHASE 383 25 976
CHAUTAUQUA 401 33 1418
CHEROKEE 3594 185 5886
CHEYENNE 323 27 1148
CLARK 245 17 897
CLAY 1009 47 2998
CLOUD 1233 97 3121
COFFEY 1121 57 3054
COMANCHE 194 15 765
COWLEY 5012 283 8492
CRAWFORD 7957 383 7735
DECATUR 343 16 1189
DICKINSON 2422 164 6081
DONIPHAN 1115 77 2372
DOUGLAS 34398 1071 17929
EDWARDS 333 29 995
ELK 363 29 1042
ELLIS 4010 230 8207
ELLSWORTH 851 66 2021
FINNEY 3275 153 6926
FORD 2991 143 5730
FRANKLIN 4433 227 7079
GEARY 3491 111 4492
GOVE 261 21 1136
GRAHAM 325 38 1060
GRANT 635 31 1995
GRAY 436 40 1643
GREELEY 151 3 591
GREENWOOD 622 38 1619
HAMILTON 233 19 844
HARPER 736 61 1999
HARVEY 6318 289 9006
HASKELL 278 15 1277
HODGEMAN 211 20 865
JACKSON 2308 134 3811
JEFFERSON 3542 188 5220
JEWELL 313 40 1231
JOHNSON 127091 3714 152627
KEARNY 309 14 1159
KINGMAN 963 98 2603
KIOWA 200 23 912
LABETTE 3839 191 5001
LANE 193 20 814
LEAVENWORTH 13255 545 16791
LINCOLN 347 35 1204
LINN 1425 106 3086
LOGAN 225 28 1187
LYON 5924 289 6698
MARION 1801 99 4159
MARSHALL 1784 95 3157
MCPHERSON 4218 231 8937
MEADE 357 34 1540
MIAMI 5742 253 9382
MITCHELL 701 62 2440
MONTGOMERY 4338 260 9309
MORRIS 907 59 1875
MORTON 229 20 1153
NEMAHA 1432 110 3817
NEOSHO 2563 156 4473
NESS 289 29 1207
NORTON 497 40 1878
OSAGE 2534 190 4820
OSBORNE 403 37 1490
OTTAWA 704 59 2323
PAWNEE 882 51 1946
PHILLIPS 525 37 2105
POTTAWATOMIE 2599 309 6929
PRATT 1294 74 2822
RAWLINS 273 29 1247
RENO 9916 484 16112
REPUBLIC 640 53 1978
RICE 1163 78 2780
RILEY 10495 391 12111
ROOKS 468 52 2068
RUSH 504 52 1225
RUSSELL 736 48 2509
SALINE 8186 437 14165
SCOTT 321 35 1823
SEDGWICK 82337 3547 106849
SEWARD 1493 52 3791
SHAWNEE 41235 1466 41476
SHERIDAN 254 14 1108
SHERMAN 688 57 1959
SMITH 446 39 1719
STAFFORD 542 37 1495
STANTON 188 11 628
STEVENS 283 29 1815
SUMNER 3353 247 6737
THOMAS 787 49 2837
TREGO 420 26 1225
WABAUNSEE 1036 90 2395
WALLACE 96 18 690
WASHINGTON 659 73 2248
WICHITA 163 16 840
WILSON 1170 101 2850
WOODSON 512 32 1055
WYANDOTTE 39865 798 16506
