COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ADAIR 5735 245 5891
ANDREW 3345 166 5279
ATCHISON 1000 40 1936
AUDRAIN 4434 180 6167
BARRY 4630 256 9758
BARTON 1455 79 4414
BATES 3271 179 4833
BENTON 3629 179 5759
BOLLINGER 1690 122 3972
BOONE 47062 1340 36849
BUCHANAN 19164 766 19110
BUTLER 5316 217 11805
CALDWELL 1814 96 2654
CALLAWAY 7580 352 11389
CAMDEN 7773 286 14074
"CAPE GIRARDEAU" 12208 379 24768
CARROLL 1535 48 2955
CARTER 984 74 1840
CASS 19844 640 29695
CEDAR 2060 100 4194
CHARITON 1799 76 2339
CHRISTIAN 11883 432 25382
CLARK 1572 102 1782
CLAY 53761 1329 54516
CLINTON 4545 200 5709
COLE 13959 401 24385
COOPER 2996 128 4902
CRAWFORD 3911 167 6007
DADE 1184 64 2864
DALLAS 2656 132 4895
DAVIESS 1400 123 2263
DEKALB 1692 102 2889
DENT 2056 157 4655
DOUGLAS 2140 167 4405
DUNKLIN 4540 180 7044
FRANKLIN 21256 682 27355
GASCONADE 2899 109 4763
GENTRY 1235 93 1964
GREENE 56181 1831 77683
GRUNDY 1580 154 3006
HARRISON 1287 116 2512
HENRY 4869 195 6095
HICKORY 2171 94 2850
HOLT 802 37 1794
HOWARD 2036 111 2708
HOWELL 5736 311 10982
IRON 2213 111 2090
JACKSON 90722 2492 92833
JASPER 15730 628 31667
JEFFERSON 53467 1433 50804
JOHNSON 9480 417 12183
"KANSAS CITY" 120102 1263 31854
KNOX 759 53 1212
LACLEDE 5218 230 10875
LAFAYETTE 6902 256 9442
LAWRENCE 5097 277 11263
LEWIS 1837 71 2594
LINCOLN 10234 392 12924
LINN 2638 153 3140
LIVINGSTON 2435 124 3993
MACON 2784 104 4586
MADISON 2042 89 2897
MARIES 1599 96 2853
MARION 4703 145 7705
MCDONALD 2454 182 5499
MERCER 519 60 1169
MILLER 3553 185 7797
MISSISSIPPI 2247 75 3034
MONITEAU 2084 114 4467
MONROE 1703 78 2533
MONTGOMERY 2347 81 3428
MORGAN 3565 133 5451
"NEW MADRID" 3370 129 4593
NEWTON 7450 319 17637
NODAWAY 4493 158 5568
OREGON 1811 128 2652
OSAGE 1907 110 5062
OZARK 1661 107 2918
PEMISCOT 3029 64 3954
PERRY 3005 115 5527
PETTIS 6932 258 11018
PHELPS 7394 338 11706
PIKE 3487 126 4268
PLATTE 21459 561 24460
POLK 4553 188 8956
PULASKI 5249 199 9552
PUTNAM 695 53 1591
RALLS 2041 56 2987
RANDOLPH 3984 183 6457
RAY 5241 219 5593
REYNOLDS 1418 87 1782
RIPLEY 1795 161 3407
SALINE 4712 174 4962
SCHUYLER 775 69 1139
SCOTLAND 793 56 1249
SCOTT 6258 205 11563
SHANNON 1637 126 2075
SHELBY 1114 36 2166
"ST. CHARLES" 84183 1796 102550
"ST. CLAIR" 1886 121 2981
"ST. FRANCOIS" 11540 350 12660
"ST. LOUIS CITY" 132925 1271 24662
"ST. LOUIS COUNTY" 333123 5026 221705
"STE. GENEVIEVE" 4979 114 3732
STODDARD 3899 191 9172
STONE 5029 211 11147
SULLIVAN 1173 89 1607
TANEY 6683 245 14736
TEXAS 3410 226 7215
VERNON 3381 163 5334
WARREN 6705 196 8675
WASHINGTON 4711 197 4706
WAYNE 2243 127 3784
WEBSTER 5685 240 10431
WORTH 427 40 707
WRIGHT 2557 173 5784
