COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
AURORA 340 93 974
BEADLE 1912 405 4455
BENNETT 412 71 666
"BON HOMME" 704 165 2105
BROOKINGS 4879 1053 6748
BROWN 5452 1049 9613
BRULE 571 152 1565
BUFFALO 296 23 171
BUTTE 696 298 3357
CAMPBELL 105 22 704
"CHARLES MIX" 935 116 2382
CLARK 398 120 1139
CLAY 2608 352 2109
CODINGTON 3174 731 7764
CORSON 535 52 588
CUSTER 1121 307 3293
DAVISON 2355 440 5157
DAY 974 146 1627
DEUEL 570 144 1366
DEWEY 888 97 723
DOUGLAS 214 53 1338
EDMUNDS 380 105 1433
"FALL RIVER" 821 231 2511
FAULK 204 56 858
GRANT 971 211 2382
GREGORY 391 100 1600
HAAKON 77 31 936
HAMLIN 555 156 2051
HAND 334 93 1391
HANSON 424 85 1497
HARDING 38 37 695
HUGHES 2450 551 5174
HUTCHINSON 692 156 2517
HYDE 125 22 543
JACKSON 323 50 722
JERAULD 264 55 648
JONES 69 39 450
KINGSBURY 703 168 1680
LAKE 2314 434 4038
LAWRENCE 3356 1075 7411
LINCOLN 8076 1656 15499
LYMAN 369 75 977
MARSHALL 754 137 1056
MCCOOK 623 170 1794
MCPHERSON 192 53 892
MEADE 2223 957 8441
MELLETTE 238 43 402
MINER 281 77 706
MINNEHAHA 30610 5610 42043
MOODY 1043 159 1731
"OGLALA LAKOTA" 2510 154 241
PENNINGTON 14074 3865 29804
PERKINS 188 85 1333
POTTER 215 51 1071
ROBERTS 1540 205 2144
SANBORN 241 63 819
SPINK 919 178 1854
STANLEY 329 90 1148
SULLY 137 45 679
TODD 1505 133 487
TRIPP 462 99 2069
TURNER 961 252 2937
UNION 2227 380 5290
WALWORTH 457 124 1896
YANKTON 3301 663 5659
ZIEBACH 353 46 368
