COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
"DISTRICT 1" 2573 885 3180
"DISTRICT 10" 1808 977 6255
"DISTRICT 11" 2142 1103 6444
"DISTRICT 12" 1928 986 6629
"DISTRICT 13" 1684 821 4028
"DISTRICT 14" 3043 1399 5978
"DISTRICT 15" 1828 629 2525
"DISTRICT 16" 3294 939 3203
"DISTRICT 17" 3290 880 2618
"DISTRICT 18" 3909 809 2684
"DISTRICT 19" 2669 487 1636
"DISTRICT 2" 1585 719 3188
"DISTRICT 20" 4151 802 2187
"DISTRICT 21" 4224 944 3479
"DISTRICT 22" 3270 899 4203
"DISTRICT 23" 2894 784 3246
"DISTRICT 24" 3578 793 4709
"DISTRICT 25" 3378 933 3816
"DISTRICT 26" 3374 983 4548
"DISTRICT 27" 3729 969 4085
"DISTRICT 28" 4749 1255 5423
"DISTRICT 29" 2101 946 6347
"DISTRICT 3" 1241 969 5403
"DISTRICT 30" 1816 940 6194
"DISTRICT 31" 3466 1099 5617
"DISTRICT 32" 2701 1007 3764
"DISTRICT 33" 5978 1224 2732
"DISTRICT 34" 4220 1256 3955
"DISTRICT 35" 3749 1188 4105
"DISTRICT 36" 2693 1111 4460
"DISTRICT 37" 2421 703 1938
"DISTRICT 38" 2758 1194 1143
"DISTRICT 39" 3142 1092 1405
"DISTRICT 4" 4162 1289 4070
"DISTRICT 40" 2338 895 1377
"DISTRICT 5" 3187 1036 3683
"DISTRICT 6" 2536 995 4929
"DISTRICT 7" 1510 849 5935
"DISTRICT 8" 1218 729 6126
"DISTRICT 9" 1843 1011 6100
"DISTRICT 99" 274 28 40
