COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
BARBOUR 2610 41 4004
BERKELEY 12244 248 21293
BOONE 5933 58 4207
BRAXTON 3035 30 2986
BROOKE 5493 91 5189
CABELL 16583 332 21035
CALHOUN 1266 35 1360
CLAY 1835 39 2198
DODDRIDGE 800 17 2362
FAYETTE 8971 115 7881
GILMER 1159 28 1665
GRANT 963 21 4063
GREENBRIER 6084 111 8358
HAMPSHIRE 2455 52 5489
HANCOCK 6906 117 7298
HARDY 1617 24 3635
HARRISON 13238 239 17111
JACKSON 5384 88 7686
JEFFERSON 9301 153 10539
KANAWHA 43010 488 44430
LEWIS 2475 79 4445
LINCOLN 4048 162 4102
LOGAN 7877 63 7047
MARION 12771 273 12150
MARSHALL 6435 121 8516
MASON 5408 95 6487
MCDOWELL 4501 36 2762
MERCER 9178 144 13057
MINERAL 3518 89 7854
MINGO 5983 60 4612
MONONGALIA 16313 323 17670
MONROE 2311 50 3590
MORGAN 2272 64 4511
NICHOLAS 4788 78 5485
OHIO 8543 155 11694
PENDLETON 1381 17 2146
PLEASANTS 1349 25 2061
POCAHONTAS 1573 50 2295
PRESTON 3963 111 7855
PUTNAM 9301 134 15716
RALEIGH 11815 191 18519
RANDOLPH 4892 86 6512
RITCHIE 1070 40 3086
ROANE 2612 48 3440
SUMMERS 2504 42 2978
TAYLOR 2617 41 3893
TUCKER 1400 21 2179
TYLER 1401 46 2798
UPSHUR 3034 68 6191
WAYNE 8411 128 10070
WEBSTER 1965 25 1724
WETZEL 3330 52 3656
WIRT 896 31 1727
WOOD 14025 254 24948
WYOMING 3694 39 4985
