COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ALLEGANY 9805 815 19230
"ANNE ARUNDEL" 126635 6688 126832
BALTIMORE 220322 9552 154908
"BALTIMORE CITY" 221478 4356 28171
CALVERT 20529 1037 23952
CAROLINE 4970 289 8098
CARROLL 27939 2836 56761
CECIL 16557 1117 24806
CHARLES 48774 1270 25178
DORCHESTER 7257 211 7976
FREDERICK 55146 3171 58798
GARRETT 3124 290 9743
HARFORD 49729 3314 72911
HOWARD 91393 3957 57758
KENT 4842 192 4870
MONTGOMERY 323400 9239 123353
"PRINCE GEORGE'S" 347938 4072 35734
"QUEEN ANNE'S" 8556 509 15823
SOMERSET 5240 117 5042
"ST. MARY'S" 19711 1316 26797
TALBOT 8808 312 11339
WASHINGTON 25042 1639 36074
WICOMICO 19635 860 21764
WORCESTER 11014 455 15951
