COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ALCONA 2871 68 3592
ALGER 2395 52 2318
ALLEGAN 19355 530 34022
ALPENA 7407 139 7665
ANTRIM 5072 168 8379
ARENAC 4076 69 4071
BARAGA 1660 47 1977
BARRY 11312 322 18638
BAY 31049 562 25448
BENZIE 4383 111 5284
BERRIEN 32846 749 41076
BRANCH 7004 179 10784
CALHOUN 29891 683 32093
CASS 9537 196 12964
CHARLEVOIX 5729 196 8214
CHEBOYGAN 5941 148 7798
CHIPPEWA 7203 163 9122
CLARE 6984 154 7088
CLINTON 15483 335 21989
CRAWFORD 3126 92 4017
DELTA 9381 177 9680
DICKINSON 5650 165 7734
EATON 25411 563 29781
EMMET 6846 194 10332
GENESEE 128334 1571 83870
GLADWIN 6343 114 6770
GOGEBIC 4421 96 3935
"GRAND TRAVERSE" 18256 489 27446
GRATIOT 7377 168 9834
HILLSDALE 7123 289 12804
HOUGHTON 6731 231 8889
HURON 7629 166 9671
INGHAM 76877 1442 54734
IONIA 10647 350 16621
IOSCO 6557 148 7301
IRON 3215 72 3224
ISABELLA 12334 302 11754
JACKSON 31025 741 40029
KALAMAZOO 61462 1174 57147
KALKASKA 3189 107 5084
KENT 116909 2781 171201
KEWEENAW 630 28 781
LAKE 2675 68 2503
LAPEER 18086 505 25556
LEELANAU 6048 136 7733
LENAWEE 20787 550 25675
LIVINGSTON 33991 891 58860
LUCE 1045 35 1749
MACKINAC 2819 74 3706
MACOMB 196160 4084 202166
MANISTEE 6272 173 6295
MARQUETTE 17412 386 14690
MASON 6333 154 8124
MECOSTA 7730 141 9710
MENOMINEE 5326 151 5942
MIDLAND 18355 551 24369
MISSAUKEE 2319 47 5055
MONROE 36089 573 37470
MONTCALM 11471 295 14968
MONTMORENCY 2196 67 3300
MUSKEGON 44282 729 35302
NEWAYGO 9057 208 13608
OAKLAND 319387 5957 316633
OCEANA 5441 179 6677
OGEMAW 5215 127 5454
ONTONAGON 1863 67 2262
OSCEOLA 4467 122 6599
OSCODA 1792 47 2570
OTSEGO 4674 163 7470
OTTAWA 35552 1043 92048
"PRESQUE ISLE" 3432 102 3982
ROSCOMMON 6810 185 7364
SAGINAW 54887 800 47165
SANILAC 7883 248 12632
SCHOOLCRAFT 2137 37 2267
SHIAWASSEE 16881 363 19407
"ST. CLAIR" 36174 829 42740
"ST. JOSEPH" 9648 251 15340
TUSCOLA 12631 318 15389
"VAN BUREN" 16151 389 17634
WASHTENAW 109953 1856 61455
WAYNE 600047 6931 257750
WEXFORD 6034 160 8966
