COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAIR 4938 99 6367
ANDREW 3069 62 5135
ATCHISON 1005 14 2137
AUDRAIN 4318 71 6294
BARRY 4223 105 9599
BARTON 1373 46 4572
BATES 3398 64 5004
BENTON 3381 53 5575
BOLLINGER 1754 39 4102
BOONE 37643 602 37801
BUCHANAN 17799 339 19812
BUTLER 4666 79 11696
CALDWELL 1645 30 2593
CALLAWAY 6559 106 11108
CAMDEN 6296 101 13122
"CAPE GIRARDEAU" 10568 183 23814
CARROLL 1568 18 3155
CARTER 964 18 1797
CASS 16681 283 27253
CEDAR 1910 55 4238
CHARITON 1892 27 2421
CHRISTIAN 9059 187 22102
CLARK 1794 43 1899
CLAY 44670 597 51193
CLINTON 4165 88 5287
COLE 11753 196 24752
COOPER 2400 50 5058
CRAWFORD 3632 63 5686
DADE 1104 22 2963
DALLAS 2407 64 4788
DAVIESS 1402 41 2351
DEKALB 1707 38 2941
DENT 1865 70 4369
DOUGLAS 1741 88 4498
DUNKLIN 4901 56 6720
FRANKLIN 18556 333 26429
GASCONADE 2355 63 4753
GENTRY 1201 26 2085
GREENE 46657 724 77885
GRUNDY 1561 75 3172
HARRISON 1279 40 2729
HENRY 4461 55 6361
HICKORY 2043 32 2791
HOLT 811 16 1864
HOWARD 1972 34 2915
HOWELL 5118 164 11097
IRON 2157 45 2477
JACKSON 79029 1102 94439
JASPER 13002 237 31846
JEFFERSON 46057 583 46624
JOHNSON 7790 189 12257
"KANSAS CITY" 104625 737 36061
KNOX 761 10 1207
LACLEDE 4213 78 10578
LAFAYETTE 6412 114 9656
LAWRENCE 4506 106 11194
LEWIS 1754 28 2862
LINCOLN 8368 155 11316
LINN 2440 36 3422
LIVINGSTON 2278 39 4029
MACON 2856 41 4673
MADISON 1972 41 2905
MARIES 1563 36 2825
MARION 4568 70 7815
MCDONALD 2215 67 5443
MERCER 582 28 1207
MILLER 2959 75 7797
MISSISSIPPI 2374 21 2903
MONITEAU 1913 35 4743
MONROE 1647 28 2632
MONTGOMERY 2147 50 3563
MORGAN 3053 61 5657
"NEW MADRID" 3716 37 4154
NEWTON 6564 138 17187
NODAWAY 3830 63 6226
OREGON 1823 81 2769
OSAGE 1673 23 4975
OZARK 1561 63 3083
PEMISCOT 3381 27 3398
PERRY 2621 43 5583
PETTIS 5801 92 11603
PHELPS 6666 160 11874
PIKE 3670 56 4314
PLATTE 18412 256 23302
POLK 3775 92 8586
PULASKI 3551 52 8618
PUTNAM 772 13 1660
RALLS 2031 17 2986
RANDOLPH 3586 61 6551
RAY 5034 81 5673
REYNOLDS 1449 19 1896
RIPLEY 1907 53 3693
SALINE 4479 71 5389
SCHUYLER 894 13 1124
SCOTLAND 828 17 1352
SCOTT 6057 61 11330
SHANNON 1618 38 2511
SHELBY 1201 21 2280
"ST. CHARLES" 66855 807 95826
"ST. CLAIR" 1841 26 3098
"ST. FRANCOIS" 10748 98 12087
"ST. LOUIS CITY" 116133 712 27793
"ST. LOUIS COUNTY" 295284 2730 244969
"STE. GENEVIEVE" 4281 74 3791
STODDARD 3946 64 9242
STONE 4578 77 10534
SULLIVAN 1178 31 1880
TANEY 5601 101 13578
TEXAS 3664 120 7234
VERNON 3206 54 5732
WARREN 5461 88 7883
WASHINGTON 4459 78 4641
WAYNE 2250 35 3919
WEBSTER 4657 93 10194
WORTH 436 5 691
WRIGHT 2188 68 6090
