COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
BERNALILLO 171556 3701 110521
CATRON 664 50 1398
CHAVES 8197 264 13651
CIBOLA 5827 139 3131
COLFAX 3490 89 2805
CURRY 4670 169 9599
"DE BACA" 359 9 676
"DONA ANA" 40282 930 28068
EDDY 7351 242 12500
GRANT 8142 207 5406
GUADALUPE 1557 19 620
HARDING 260 8 358
HIDALGO 993 22 936
LEA 5108 190 13347
LINCOLN 3535 160 6001
"LOS ALAMOS" 5824 181 5064
LUNA 4311 159 3870
MCKINLEY 16572 253 6382
MORA 2168 23 569
OTERO 8610 350 12806
QUAY 1547 82 2367
"RIO ARRIBA" 12703 151 4086
ROOSEVELT 2303 106 4311
"SAN JUAN" 18028 614 27869
"SAN MIGUEL" 10320 143 2478
SANDOVAL 32669 768 25193
"SANTA FE" 55567 849 15807
SIERRA 2352 116 3017
SOCORRO 4696 167 3032
TAOS 13816 204 2866
TORRANCE 3087 119 3735
UNION 492 23 1227
VALENCIA 15366 397 13136
