COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADA 58523 1838 94641
ADAMS 555 40 1468
BANNOCK 12903 461 21479
"BEAR LAKE" 494 40 2506
BENEWAH 1148 76 2823
BINGHAM 3605 225 12734
BLAINE 5992 120 4034
BOISE 970 56 2501
BONNER 6649 335 10697
BONNEVILLE 8356 467 30048
BOUNDARY 1268 98 3012
BUTTE 321 8 1077
CAMAS 139 6 450
CANYON 13415 678 41599
CARIBOU 491 37 2753
CASSIA 1153 106 6562
CLARK 46 5 302
CLEARWATER 1117 78 2839
CUSTER 559 37 1762
ELMORE 1959 89 6011
FRANKLIN 456 71 4527
FREMONT 741 63 4965
GEM 1628 90 5416
GOODING 1278 74 3973
IDAHO 1689 259 6017
JEFFERSON 1084 119 7703
JEROME 1344 59 5177
KOOTENAI 17584 839 36173
LATAH 8430 431 8686
LEMHI 915 59 3079
LEWIS 440 21 1359
LINCOLN 466 21 1388
MADISON 826 118 10693
MINIDOKA 1331 72 5797
"NEZ PERCE" 6476 215 11009
ONEIDA 304 40 1789
OWYHEE 685 46 2859
PAYETTE 1848 76 6256
POWER 829 24 2105
SHOSHONE 2331 84 2922
TETON 1416 39 2235
"TWIN FALLS" 6458 305 19672
VALLEY 1843 66 2863
WASHINGTON 1033 52 3274
