COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ALLEN 1922 84 3867
ANDERSON 1295 68 2500
ATCHISON 3120 118 3880
BARBER 588 33 1782
BARTON 2874 166 8666
BOURBON 2216 98 4372
BROWN 1268 58 3092
BUTLER 7495 347 18438
CHASE 418 28 1055
CHAUTAUQUA 404 27 1529
CHEROKEE 3726 104 6083
CHEYENNE 320 19 1353
CLARK 257 20 1014
CLAY 793 43 3174
CLOUD 1210 72 3221
COFFEY 1093 56 3259
COMANCHE 200 11 770
COWLEY 4818 222 9407
CRAWFORD 7617 284 8626
DECATUR 355 30 1355
DICKINSON 2364 132 6295
DONIPHAN 1065 47 2491
DOUGLAS 28634 933 20544
EDWARDS 386 26 1084
ELK 369 27 1119
ELLIS 4033 263 7891
ELLSWORTH 801 42 2259
FINNEY 2351 103 7479
FORD 2286 98 6632
FRANKLIN 3921 164 7391
GEARY 2531 94 4703
GOVE 247 24 1196
GRAHAM 334 24 1082
GRANT 561 28 2169
GRAY 408 21 1816
GREELEY 138 13 584
GREENWOOD 911 51 2282
HAMILTON 229 13 888
HARPER 727 49 2154
HARVEY 5331 245 9534
HASKELL 227 16 1356
HODGEMAN 223 7 953
JACKSON 2064 94 3730
JEFFERSON 3253 132 5408
JEWELL 385 35 1495
JOHNSON 97866 2718 158103
KEARNY 272 6 1177
KINGMAN 904 59 2801
KIOWA 256 34 1275
LABETTE 3615 124 5400
LANE 181 10 823
LEAVENWORTH 11039 343 15949
LINCOLN 391 41 1368
LINN 1631 62 3048
LOGAN 248 20 1255
LYON 5234 255 7951
MARION 1536 107 4516
MARSHALL 1789 58 3261
MCPHERSON 3589 183 9595
MEADE 356 17 1748
MIAMI 4838 165 9013
MITCHELL 693 47 2609
MONTGOMERY 4338 180 9598
MORRIS 931 44 1961
MORTON 276 13 1287
NEMAHA 1355 81 4027
NEOSHO 2424 102 4705
NESS 382 29 1407
NORTON 473 34 2092
OSAGE 2537 126 4800
OSBORNE 454 34 1587
OTTAWA 595 43 2333
PAWNEE 773 43 2172
PHILLIPS 557 34 2256
POTTAWATOMIE 2176 321 6326
PRATT 1200 63 3121
RAWLINS 289 17 1414
RENO 9114 462 17748
REPUBLIC 607 44 2238
RICE 1130 64 3182
RILEY 7908 331 12672
ROOKS 534 55 2121
RUSH 517 46 1226
RUSSELL 810 44 2671
SALINE 7524 406 15111
SCOTT 347 28 1924
SEDGWICK 64839 2459 110381
SEWARD 1122 45 4272
SHAWNEE 36264 1125 44188
SHERIDAN 239 23 1144
SHERMAN 632 42 2088
SMITH 540 27 1803
STAFFORD 506 31 1649
STANTON 165 5 796
STEVENS 310 19 1936
SUMNER 3217 179 7092
THOMAS 816 47 3007
TREGO 434 27 1225
WABAUNSEE 1001 72 2531
WALLACE 112 22 742
WASHINGTON 643 49 2498
WICHITA 183 10 869
WILSON 1060 75 3263
WOODSON 530 29 1204
WYANDOTTE 34923 559 17919
