COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 69122 1638 65912
ALAMOSA 3017 73 3179
ARAPAHOE 110262 2434 119475
ARCHULETA 2141 97 3601
BACA 483 23 1680
BENT 785 32 1338
BOULDER 105564 2107 51586
BROOMFIELD 10935 293 12007
CHAFFEE 3766 128 4875
CHEYENNE 198 13 923
"CLEAR CREEK" 2989 102 2522
CONEJOS 1894 42 1864
COSTILLA 1170 23 566
CROWLEY 478 9 1006
CUSTER 739 32 1657
DELTA 4224 213 9722
DENVER 166135 2634 69903
DOLORES 333 28 785
DOUGLAS 39661 888 80651
EAGLE 9744 234 8533
"EL PASO" 77648 2777 161361
ELBERT 2834 138 8389
FREMONT 5933 277 12313
GARFIELD 9228 296 11123
GILPIN 1807 60 1329
GRAND 3243 106 4260
GUNNISON 4782 159 3479
HINSDALE 236 11 355
HUERFANO 1663 39 1700
JACKSON 210 14 710
JEFFERSON 126558 4091 140644
KIOWA 172 8 712
"KIT CARSON" 729 52 2721
"LA PLATA" 13409 377 11704
LAKE 1623 65 1261
LARIMER 68266 2285 75884
"LAS ANIMAS" 3300 91 3196
LINCOLN 503 15 1819
LOGAN 2491 107 6168
MESA 19564 782 41539
MINERAL 227 9 383
MOFFAT 1355 123 4247
MONTEZUMA 3867 160 6988
MONTROSE 4776 225 11218
MORGAN 3039 110 6787
OTERO 3164 69 4947
OURAY 1278 39 1402
PARK 3445 129 4781
PHILLIPS 582 26 1717
PITKIN 6335 136 2784
PROWERS 1308 45 3392
PUEBLO 35369 696 31117
"RIO BLANCO" 566 34 2403
"RIO GRANDE" 2006 69 3448
ROUTT 6392 170 5199
SAGUACHE 1594 46 1163
"SAN JUAN" 253 17 216
"SAN MIGUEL" 2876 64 1079
SEDGWICK 374 15 971
SUMMIT 8144 221 5370
TELLER 3556 190 8094
WASHINGTON 455 25 2050
WELD 31868 1193 55591
YUMA 1064 39 3456
