COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAMS 5542 101 4644
ASHLAND 5399 153 2820
BARRON 10890 359 11443
BAYFIELD 6033 152 3603
BROWN 62526 1566 64836
BUFFALO 3570 105 3364
BURNETT 3986 141 4550
CALUMET 11489 392 14539
CHIPPEWA 15237 373 15322
CLARK 6172 217 7412
COLUMBIA 17175 345 13026
CRAWFORD 4629 121 3067
DANE 216071 4466 83644
DODGE 18762 515 25211
DOOR 9357 193 8121
DOUGLAS 14863 326 7705
DUNN 11316 452 10224
"EAU CLAIRE" 30666 884 23256
FLORENCE 953 27 1645
"FOND DU LAC" 22379 668 30355
FOREST 2425 51 2172
GRANT 13594 399 10255
GREEN 11206 259 7857
"GREEN LAKE" 3793 100 5782
IOWA 8105 142 4287
IRON 1784 58 1790
JACKSON 5298 115 3900
JEFFERSON 20158 606 23517
JUNEAU 6242 174 5411
KENOSHA 44867 1053 34977
KEWAUNEE 5153 137 5747
"LA CROSSE" 36693 1018 25751
LAFAYETTE 4536 102 3314
LANGLADE 4573 130 5816
LINCOLN 7563 198 7455
MANITOWOC 20403 610 21604
MARATHON 32363 882 36617
MARINETTE 9882 276 10619
MARQUETTE 4014 99 3992
MENOMINEE 1191 7 179
MILWAUKEE 332438 5214 154924
MONROE 9515 295 9675
OCONTO 8865 253 10741
ONEIDA 10452 283 10917
OUTAGAMIE 45659 1565 47372
OZAUKEE 19159 581 36077
PEPIN 1876 29 1794
PIERCE 10235 388 10397
POLK 10073 406 12094
PORTAGE 22075 647 16615
PRICE 3887 130 3884
RACINE 53008 1009 49347
RICHLAND 4969 113 3573
ROCK 49219 954 30517
RUSK 3397 118 3676
SAUK 18736 353 12838
SAWYER 4486 97 4442
SHAWANO 9000 257 11022
SHEBOYGAN 27918 661 34072
"ST. CROIX" 19910 812 25503
TAYLOR 3763 148 5601
TREMPEALEAU 7605 169 5707
VERNON 8044 283 5942
VILAS 5951 142 7749
WALWORTH 22552 745 29006
WASHBURN 4447 141 4699
WASHINGTON 23166 811 54765
WAUKESHA 78779 2279 162798
WAUPACA 11578 260 17002
WAUSHARA 5335 151 6562
WINNEBAGO 45449 1602 42122
WOOD 18581 615 19704
