COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ADAMS 17633 507 26349
ALLEGHENY 373153 5880 272347
ARMSTRONG 11138 392 18542
BEAVER 40499 1069 42895
BEDFORD 6059 258 16124
BERKS 97047 2336 80513
BLAIR 19813 560 32708
BRADFORD 10306 419 15057
BUCKS 179031 3644 150248
BUTLER 32260 1021 57074
CAMBRIA 32451 1176 31995
CAMERON 879 109 1323
CARBON 13464 498 12957
CENTRE 41950 795 32992
CHESTER 137833 2051 114421
CLARION 6756 272 10737
CLEARFIELD 14555 557 18662
CLINTON 7097 192 7504
COLUMBIA 13230 334 14477
CRAWFORD 16780 544 20750
CUMBERLAND 48306 1253 63739
DAUPHIN 69975 1313 58238
DELAWARE 169030 2730 109322
ELK 7290 292 6676
ERIE 75775 1516 50351
FAYETTE 25866 607 26081
FOREST 1038 40 1366
FRANKLIN 21169 560 41906
FULTON 1576 88 4642
GREENE 7829 243 7889
HUNTINGDON 6621 280 11745
INDIANA 17065 507 19727
JEFFERSON 6447 297 12057
JUNIATA 3068 159 6484
LACKAWANNA 67520 858 39488
LANCASTER 99586 1943 126568
LAWRENCE 19711 522 21851
LEBANON 23310 628 34314
LEHIGH 87089 1993 63382
LUZERNE 72492 1544 61127
LYCOMING 18381 574 30280
MCKEAN 6465 258 9224
MERCER 26411 820 26565
MIFFLIN 5375 197 10929
MONROE 39453 639 28293
MONTGOMERY 253393 3466 165552
MONTOUR 3364 85 4574
NORTHAMPTON 75255 1775 58551
NORTHUMBERLAND 14329 569 19018
PERRY 6396 279 13058
PHILADELPHIA 595980 3954 117221
PIKE 11493 286 12518
POTTER 2300 98 5109
SCHUYLKILL 28300 987 33767
SNYDER 5382 197 9900
SOMERSET 12878 603 21686
SULLIVAN 1233 46 1841
SUSQUEHANNA 8381 269 10633
TIOGA 6390 249 11326
UNION 7333 208 9859
VENANGO 9238 332 13718
WARREN 8537 272 9685
WASHINGTON 46122 1128 50752
WAYNE 9892 239 12702
WESTMORELAND 72721 1770 102294
WYOMING 5985 161 6983
YORK 82839 2076 109268
