COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ALACHUA 75565 1441 48513
BAKER 2327 60 8672
BAY 23653 791 56683
BRADFORD 3430 110 8136
BREVARD 127620 2650 157589
BROWARD 492640 3530 237729
CALHOUN 1821 78 4345
CHARLOTTE 39031 922 45205
CITRUS 31460 992 43706
CLAY 26697 677 67203
COLLIER 54450 1159 86379
COLUMBIA 9171 287 18670
DESOTO 4383 116 5632
DIXIE 1925 145 5194
DUVAL 202618 2606 210537
ESCAMBIA 61572 1464 91411
FLAGLER 24726 354 23951
FRANKLIN 2134 77 3818
GADSDEN 15582 117 6811
GILCHRIST 1996 167 5656
GLADES 1674 54 2533
GULF 2149 76 4980
HAMILTON 2364 44 3179
HARDEE 2568 81 4763
HENDRY 4998 101 5780
HERNANDO 41886 994 45021
HIGHLANDS 18135 427 26221
HILLSBOROUGH 272963 3994 236355
HOLMES 1446 110 7033
"INDIAN RIVER" 29710 705 40176
JACKSON 7671 177 13717
JEFFERSON 4088 72 3797
LAFAYETTE 642 38 2679
LAKE 62948 1176 82802
LEE 119701 1967 147608
LEON 91747 1156 55705
LEVY 6711 260 11754
LIBERTY 895 44 2339
MADISON 4270 93 4544
MANATEE 70034 1239 80721
MARION 70839 1555 89628
MARTIN 33508 643 44143
MIAMI-DADE 499831 3104 360551
MONROE 20907 432 18933
"NASSAU" 10618 283 27403
OKALOOSA 25872 868 68789
OKEECHOBEE 5108 117 7561
ORANGE 273009 2870 186832
OSCEOLA 59962 622 40086
"PALM BEACH" 361271 3192 226037
PASCO 102417 2345 110104
PINELLAS 248299 4917 210066
POLK 113865 2090 128878
PUTNAM 13236 298 19637
"SANTA ROSA" 19470 743 55972
SARASOTA 102686 1770 102897
SEMINOLE 99335 1490 105070
"ST. JOHNS" 35791 831 69222
"ST. LUCIE" 67125 942 52512
SUMTER 17655 347 30866
SUWANNEE 4916 212 12534
TAYLOR 2803 106 6457
UNION 1299 53 3933
VOLUSIA 127795 2091 113938
WAKULLA 5311 188 8877
WALTON 7174 311 19561
WASHINGTON 2863 90 8178
