COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ALAMEDA 514842 43502 95922
ALPINE 334 51 217
AMADOR 6004 1245 10485
BUTTE 41567 8853 45144
CALAVERAS 7944 1681 13511
COLUSA 2661 420 3551
"CONTRA COSTA" 319287 30932 115956
"DEL NORTE" 3485 939 5134
"EL DORADO" 36404 7940 49247
FRESNO 141341 16929 124049
GLENN 3065 617 5788
HUMBOLDT 33200 7673 18373
IMPERIAL 32667 2720 12704
INYO 3155 683 4248
KERN 98689 15890 129584
KINGS 13617 2205 18093
LAKE 11496 2401 10599
LASSEN 2224 726 7574
"LOS ANGELES" 2464364 200201 769743
MADERA 17029 2726 23357
MARIN 108707 8795 21771
MARIPOSA 3122 570 5185
MENDOCINO 22079 4510 10888
MERCED 37317 4747 28725
MODOC 877 215 2696
MONO 2773 392 2111
MONTEREY 89088 9425 34895
"NAPA" 39199 4762 17411
NEVADA 26053 5517 23365
ORANGE 609961 80412 507148
PLACER 73509 14192 95138
PLUMAS 3459 797 5420
RIVERSIDE 373695 44453 333243
SACRAMENTO 326023 43518 189789
"SAN BENITO" 12521 1562 7841
"SAN BERNARDINO" 340833 41910 271240
"SAN DIEGO" 735476 93158 477766
"SAN FRANCISCO" 345084 23020 37688
"SAN JOAQUIN" 121124 14106 88936
"SAN LUIS OBISPO" 67107 11738 56164
"SAN MATEO" 237882 18573 57929
"SANTA BARBARA" 107142 13279 56365
"SANTA CLARA" 511684 47199 144826
"SANTA CRUZ" 95249 11134 22438
SHASTA 22301 5974 51778
SIERRA 601 181 1048
SISKIYOU 7234 1917 11341
SOLANO 102360 11833 51920
SONOMA 160435 19410 51408
STANISLAUS 81647 12005 78494
SUTTER 13076 2271 18176
TEHAMA 6809 1605 15494
TRINITY 2214 660 2812
TULARE 47585 6450 58299
TUOLUMNE 9123 1855 14551
VENTURA 194402 25001 132323
YOLO 54752 6599 20739
YUBA 7910 1918 13170
