COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
APPLING 1434 84 5494
ATKINSON 697 35 1878
BACON 608 48 3364
BAKER 650 15 775
BALDWIN 7970 449 7697
BANKS 684 157 6134
BARROW 6580 1372 21108
BARTOW 8212 1427 29911
"BEN HILL" 2101 96 3739
BERRIEN 1047 121 5422
BIBB 36787 1766 24043
BLECKLEY 1101 154 3719
BRANTLEY 619 115 5567
BROOKS 2528 107 3701
BRYAN 4014 630 10529
BULLOCH 9261 958 15097
BURKE 4731 129 4491
BUTTS 2566 231 6717
CALHOUN 1179 16 830
CAMDEN 5930 661 12310
CANDLER 1026 73 2664
CARROLL 12464 1628 30029
CATOOSA 4771 1110 20876
CHARLTON 1004 61 2951
CHATHAM 62290 4164 45688
CHATTAHOOCHEE 594 45 751
CHATTOOGA 1613 177 6462
CHEROKEE 25231 6163 80649
CLARKE 29603 2656 12717
CLAY 697 10 566
CLAYTON 78220 1994 12645
CLINCH 686 42 1727
COBB 160121 17786 152912
COFFEE 4094 233 9588
COLQUITT 3463 263 9898
COLUMBIA 18887 2771 43085
COOK 1753 128 4176
COWETA 16583 2629 42533
CRAWFORD 1421 120 3635
CRISP 2837 126 4549
DADE 965 226 5051
DAWSON 1448 417 9900
DECATUR 4124 142 6020
DEKALB 251370 11919 51468
DODGE 1839 149 5021
DOOLY 1872 36 1951
DOUGHERTY 23311 544 10232
DOUGLAS 31005 1916 24817
EARLY 2168 65 2552
ECHOLS 156 19 1007
EFFINGHAM 4853 731 17874
ELBERT 2539 156 5292
EMANUEL 2435 90 5335
EVANS 1130 79 2404
FANNIN 1923 257 9632
FAYETTE 23284 2581 35048
FLOYD 9159 1335 24114
FORSYTH 23462 4908 69851
FRANKLIN 1243 205 7054
FULTON 297051 16557 117783
GILMER 1965 331 10477
GLASCOCK 138 17 1235
GLYNN 11775 976 21512
GORDON 3181 587 15191
GRADY 3013 147 6053
GREENE 3199 163 5490
GWINNETT 166153 15189 146989
HABERSHAM 2483 570 13190
HALL 16180 2781 51733
HANCOCK 2701 36 843
HARALSON 1475 297 9585
HARRIS 4086 480 11936
HART 2585 246 7286
HEARD 743 110 3370
HENRY 50057 2985 45724
HOUSTON 22553 2096 35430
IRWIN 891 63 2716
JACKSON 4491 915 21784
JASPER 1544 141 4360
"JEFF DAVIS" 901 91 4104
JEFFERSON 3821 84 3063
JENKINS 1123 38 1895
JOHNSON 1136 31 2519
JONES 3961 285 8305
LAMAR 2270 152 5190
LANIER 806 81 1984
LAURENS 6752 367 12411
LEE 3170 327 10646
LIBERTY 9556 453 6134
LINCOLN 1273 70 2759
LONG 1360 131 2626
LOWNDES 15064 1106 21635
LUMPKIN 2220 586 9619
MACON 2705 42 1540
MADISON 2425 372 9201
MARION 1213 56 1921
MCDUFFIE 3699 137 5432
MCINTOSH 2303 113 3487
MERIWETHER 3804 191 5222
MILLER 623 30 1891
MITCHELL 3493 108 4279
MONROE 3571 284 8832
MONTGOMERY 847 59 2670
MORGAN 2663 253 6559
MURRAY 1800 317 10341
MUSCOGEE 39851 2205 26976
NEWTON 21943 1131 20913
OCONEE 5581 1143 13425
OGLETHORPE 1831 218 4625
PAULDING 18025 2203 44662
PEACH 5100 239 5413
PICKENS 1979 408 11651
PIERCE 903 106 6302
PIKE 1240 207 7278
POLK 2867 334 11014
PULASKI 1104 64 2437
PUTNAM 2758 186 6544
QUITMAN 461 8 575
RABUN 1444 261 6287
RANDOLPH 1598 30 1271
RICHMOND 48814 2240 24461
ROCKDALE 23255 1136 13478
SCHLEY 401 36 1472
SCREVEN 2300 110 3305
SEMINOLE 1189 54 2345
SPALDING 9357 701 15646
STEPHENS 1837 292 7686
STEWART 1222 31 805
SUMTER 5520 178 5276
TALBOT 2002 48 1196
TALIAFERRO 545 3 349
TATTNALL 1681 126 5096
TAYLOR 1296 48 2064
TELFAIR 1313 33 2450
TERRELL 2267 48 1874
THOMAS 7142 432 11228
TIFT 4347 288 9584
TOOMBS 2338 185 6615
TOWNS 1210 171 5383
TREUTLEN 862 32 1809
TROUP 9713 648 15750
TURNER 1246 57 2095
TWIGGS 1971 53 2035
UNION 1963 248 9852
UPSON 3475 167 7292
WALKER 4215 791 18950
WALTON 8292 1281 31125
WARE 3440 231 8513
WARREN 1314 29 991
WASHINGTON 4200 112 4149
WAYNE 2041 219 8153
WEBSTER 473 13 630
WHEELER 646 35 1421
WHITE 1674 388 9761
WHITFIELD 7937 1184 21537
WILCOX 852 28 2096
WILKES 1848 66 2572
WILKINSON 1894 60 2333
WORTH 2020 123 6152
