COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ABBEVILLE 3741 271 6763
AIKEN 25455 3371 46025
ALLENDALE 2735 68 789
ANDERSON 21097 3154 56232
BAMBERG 3898 112 2204
BARNWELL 4400 196 4889
BEAUFORT 32138 3464 42922
BERKELEY 30705 4225 44587
CALHOUN 3573 189 3787
CHARLESTON 89299 11603 75443
CHEROKEE 6092 500 15167
CHESTER 6579 348 7265
CHESTERFIELD 6858 411 9312
CLARENDON 7732 277 7386
COLLETON 7627 533 9091
DARLINGTON 13888 797 14989
DILLON 5834 227 5637
DORCHESTER 24055 3525 34987
EDGEFIELD 4491 311 6842
FAIRFIELD 6945 295 4027
FLORENCE 26710 1648 29573
GEORGETOWN 13310 958 17389
GREENVILLE 74483 12850 127832
GREENWOOD 10711 1091 16961
HAMPTON 5170 148 3488
HORRY 39410 4222 89288
JASPER 5956 284 5187
KERSHAW 10330 1123 17542
LANCASTER 13812 1407 23719
LAURENS 8889 861 16816
LEE 5199 154 2803
LEXINGTON 35230 6837 80026
MARION 8569 263 5444
MARLBORO 5954 168 4267
MCCORMICK 2479 85 2652
NEWBERRY 6217 573 10017
OCONEE 7998 1459 24178
ORANGEBURG 26318 661 11931
PICKENS 10354 2459 36236
RICHLAND 108000 8253 52469
SALUDA 2813 225 5526
SPARTANBURG 39997 4816 76277
SUMTER 24047 1294 18745
UNION 4729 302 7061
WILLIAMSBURG 9953 237 4864
YORK 41593 6010 66754
