COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 7844 45 6487
ALCORN 5425 151 8605
AMITE 2973 38 4106
ATTALA 3014 49 4882
BENTON 2234 33 1962
BOLIVAR 8560 145 4722
CALHOUN 2211 24 4096
CARROLL 1897 28 3652
CHICKASAW 4078 72 4193
CHOCTAW 1290 20 2598
CLAIBORNE 4338 42 941
CLARKE 2377 34 5027
CLAY 4732 46 4333
COAHOMA 6741 132 3643
COPIAH 4902 54 6316
COVINGTON 3135 49 5010
DESOTO 13247 297 35437
FORREST 9781 189 15966
FRANKLIN 1566 24 2883
GEORGE 1715 53 6182
GREENE 1419 29 3827
GRENADA 4154 52 5844
HANCOCK 5023 195 12332
HARRISON 22555 474 38781
HINDS 51370 626 34269
HOLMES 6170 49 1925
HUMPHREYS 2975 50 1626
ISSAQUENA 510 15 437
ITAWAMBA 2771 74 6751
JACKSON 15046 333 34035
JASPER 4081 37 3808
JEFFERSON 2798 15 627
"JEFFERSON DAVIS" 2955 138 2667
JONES 7344 142 19032
KEMPER 2454 28 2107
LAFAYETTE 6218 166 9004
LAMAR 3876 130 16288
LAUDERDALE 10026 134 19395
LAWRENCE 2355 48 4119
LEAKE 3212 35 4926
LEE 9895 237 19878
LEFLORE 7240 17 4427
LINCOLN 4372 65 9889
LOWNDES 7904 202 12642
MADISON 12942 191 24015
MARION 3828 59 7845
MARSHALL 8472 82 5932
MONROE 6149 87 9223
MONTGOMERY 2422 21 2953
NESHOBA 2515 37 7581
NEWTON 2274 42 6156
NOXUBEE 4293 29 1698
OKTIBBEHA 4178 79 5485
PANOLA 6540 56 6734
"PEARL RIVER" 4392 117 14612
PERRY 1259 22 3729
PIKE 7578 90 8547
PONTOTOC 2591 95 8375
PRENTISS 3306 67 6503
QUITMAN 2032 24 1360
RANKIN 10738 656 41971
SCOTT 3780 31 6364
SHARKEY 1553 413 1115
SIMPSON 3262 5 6810
SMITH 1493 47 5566
STONE 1502 56 4072
SUNFLOWER 6057 114 3492
TALLAHATCHIE 3377 59 2725
TATE 4279 59 6663
TIPPAH 2983 82 6048
TISHOMINGO 2775 102 5288
TUNICA 1934 36 845
UNION 2710 67 7422
WALTHALL 2550 36 3873
WARREN 8244 100 11773
WASHINGTON 10562 282 7031
WAYNE 3155 39 5333
WEBSTER 1318 16 3668
WILKINSON 2794 31 1563
WINSTON 3960 47 5375
YALOBUSHA 2656 37 3278
YAZOO 4798 301 5595
