COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ADAIR 1924 69 2060
ADAMS 1118 42 1046
ALLAMAKEE 3971 123 2965
APPANOOSE 2970 120 3086
AUDUBON 1739 62 1634
BENTON 7058 207 6447
"BLACK HAWK" 39184 929 24662
BOONE 7356 280 6293
BREMER 6940 190 5741
BUCHANAN 6050 149 4139
"BUENA VISTA" 4075 120 4223
BUTLER 3364 102 3700
CALHOUN 2341 113 2741
CARROLL 5302 163 4922
CASS 3211 133 4006
CEDAR 5221 155 4289
"CERRO GORDO" 14405 360 9375
CHEROKEE 2890 103 3372
CHICKASAW 3923 103 2557
CLARKE 2218 107 2118
CLAY 3925 118 4355
CLAYTON 5195 143 3651
CLINTON 15018 377 9324
CRAWFORD 3715 131 3345
DALLAS 15149 537 16954
DAVIS 1680 106 2029
DECATUR 1986 96 2020
DELAWARE 4649 139 4113
"DES MOINES" 12462 387 7721
DICKINSON 4625 119 5162
DUBUQUE 28611 691 18651
EMMET 2570 72 2373
FAYETTE 5908 146 4205
FLOYD 4822 218 3051
FRANKLIN 2575 72 2501
FREMONT 1848 57 1989
GREENE 2371 84 2349
GRUNDY 2790 93 3945
GUTHRIE 2625 148 3074
HAMILTON 4018 147 3913
HANCOCK 2805 109 3016
HARDIN 4393 151 4315
HARRISON 3555 114 3909
HENRY 4349 206 4822
HOWARD 2941 65 1722
HUMBOLDT 2160 67 2895
IDA 1454 57 2036
IOWA 4202 156 4188
JACKSON 6102 180 3673
JASPER 10250 377 8794
JEFFERSON 5070 237 3324
JOHNSON 51027 1216 20732
JONES 5446 153 4405
KEOKUK 2518 131 2712
KOSSUTH 4625 143 4329
LEE 9821 341 7062
LINN 68037 1692 43626
LOUISA 2523 83 2314
LUCAS 2029 112 2330
LYON 1675 71 4471
MADISON 3733 168 4579
MAHASKA 4464 197 6271
MARION 7421 353 9256
MARSHALL 10023 356 8278
MILLS 2976 123 4183
MITCHELL 3179 118 2469
MONONA 2295 90 2411
MONROE 1798 75 2000
MONTGOMERY 2326 74 2887
MUSCATINE 10920 270 7929
O'BRIEN 2338 101 4894
OSCEOLA 1037 63 2027
PAGE 2900 105 4351
"PALO ALTO" 2428 84 2294
PLYMOUTH 4629 118 7765
POCAHONTAS 1800 73 2138
POLK 120984 3734 89668
POTTAWATTAMIE 20436 647 21237
POWESHIEK 5519 172 4340
RINGGOLD 1236 52 1401
SAC 2256 92 2705
SCOTT 48927 1079 36365
SHELBY 2863 102 3488
SIOUX 3030 144 13490
STORY 26548 1032 18995
TAMA 4899 131 3820
TAYLOR 1347 72 1607
UNION 3000 128 2781
"VAN BUREN" 1546 76 1986
WAPELLO 8820 448 6663
WARREN 12299 437 12144
WASHINGTON 5170 209 5247
WAYNE 1357 58 1565
WEBSTER 9917 300 8337
WINNEBAGO 3254 98 2730
WINNESHIEK 6829 178 4273
WOODBURY 21983 599 22219
WORTH 2567 78 1612
WRIGHT 3102 95 3198
