COUNTY DEM GRN OTH REP
COUNTY Gore_D Nader_G Other_O Bush_R
BRISTOL 13424 1283 190 8375
"FEDERAL PRECINCT" 0 0 0 0
KENT 43265 4140 774 25291
NEWPORT 20790 2427 363 14258
PROVIDENCE 142469 12352 2109 61378
WASHINGTON 29560 4850 561 21253
