COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAMS 328 40 918
BARNES 2394 164 2964
BENSON 1235 54 868
BILLINGS 89 17 472
BOTTINEAU 1183 92 2280
BOWMAN 414 43 1280
BURKE 230 24 769
BURLEIGH 14122 1314 27951
CASS 34712 2288 36855
CAVALIER 818 56 1195
DICKEY 853 72 1610
DIVIDE 385 44 733
DUNN 508 20 1506
EDDY 486 37 634
EMMONS 383 66 1435
FOSTER 607 45 1030
"GOLDEN VALLEY" 162 24 742
"GRAND FORKS" 14032 937 15060
GRANT 334 54 1025
GRIGGS 536 36 771
HETTINGER 313 49 1000
KIDDER 393 65 870
LAMOURE 740 77 1377
LOGAN 232 31 810
MCHENRY 943 91 1678
MCINTOSH 459 36 1035
MCKENZIE 927 66 2458
MCLEAN 1670 127 3141
MERCER 1166 137 3152
MORTON 4469 464 8680
MOUNTRAIL 1403 92 1962
NELSON 767 46 865
OLIVER 281 39 693
PEMBINA 1253 103 1899
PIERCE 660 53 1465
RAMSEY 2164 170 2665
RANSOM 1343 73 1009
RENVILLE 398 29 851
RICHLAND 3198 186 4229
ROLETTE 3353 107 1092
SARGENT 1075 53 879
SHERIDAN 163 17 642
SIOUX 900 19 225
SLOPE 83 13 341
STARK 2812 300 8521
STEELE 518 26 498
STUTSMAN 3585 288 5685
TOWNER 516 43 623
TRAILL 1811 114 1996
WALSH 2124 159 2813
WARD 8441 792 16230
WELLS 673 52 1654
WILLIAMS 2322 302 7184
