COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 353 23 915
BARNES 2186 86 3541
BENSON 1196 48 1002
BILLINGS 99 16 449
BOTTINEAU 1168 38 2468
BOWMAN 397 39 1280
BURKE 336 21 808
BURLEIGH 11621 616 26577
CASS 26010 1082 39619
CAVALIER 887 35 1522
DICKEY 883 48 1890
DIVIDE 487 30 751
DUNN 571 25 1178
EDDY 534 24 655
EMMONS 611 53 1449
FOSTER 518 29 1219
"GOLDEN VALLEY" 195 13 719
"GRAND FORKS" 12646 526 17298
GRANT 264 26 952
GRIGGS 505 27 907
HETTINGER 405 45 1044
KIDDER 433 34 902
LAMOURE 712 31 1592
LOGAN 265 21 844
MCHENRY 1030 46 1744
MCINTOSH 436 32 1254
MCKENZIE 847 18 1897
MCLEAN 1664 72 3014
MERCER 1245 87 3285
MORTON 4073 235 8325
MOUNTRAIL 1465 38 1527
NELSON 778 37 1107
OLIVER 310 19 790
PEMBINA 1321 69 2466
PIERCE 686 34 1475
RAMSEY 1885 72 2943
RANSOM 1199 51 1352
RENVILLE 497 19 953
RICHLAND 2821 130 5264
ROLETTE 2564 88 1392
SARGENT 1021 32 1147
SHERIDAN 200 17 727
SIOUX 804 17 319
SLOPE 89 8 335
STARK 3013 167 7220
STEELE 616 11 586
STUTSMAN 3438 167 6517
TOWNER 606 31 754
TRAILL 1651 54 2543
WALSH 1905 87 3194
WARD 8236 368 17008
WELLS 858 49 1654
WILLIAMS 2512 139 6278
