COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 2805 637 9648
ALLEN 55382 7825 83930
BARTHOLOMEW 9841 2009 20640
BENTON 860 227 2579
BLACKFORD 1243 246 3350
BOONE 10181 2343 19654
BROWN 2518 411 5016
CARROLL 1892 478 6273
CASS 3759 749 9701
CLARK 18808 2304 30035
CLAY 2306 445 8531
CLINTON 2819 586 8531
CRAWFORD 1323 255 3015
DAVIESS 1800 423 8545
DEARBORN 4883 991 18113
DECATUR 2121 516 8490
DEKALB 3942 906 12054
DELAWARE 18153 2707 24263
DUBOIS 5389 1230 13365
ELKHART 20740 3023 41867
FAYETTE 2252 439 6839
FLOYD 13945 2048 21432
FOUNTAIN 1476 354 5662
FRANKLIN 1969 375 8669
FULTON 1960 404 6010
GIBSON 3721 682 11081
GRANT 7010 1294 17008
GREENE 2929 595 10277
HAMILTON 57263 9589 87404
HANCOCK 8904 2203 25074
HARRISON 4783 832 12943
HENDRICKS 22600 4622 48337
HENRY 5124 1136 13895
HOWARD 11215 1953 23675
HUNTINGTON 3506 888 11649
JACKSON 3843 871 12859
JASPER 3329 667 9382
JAY 1889 400 5697
JEFFERSON 4326 672 8546
JENNINGS 2364 562 8224
JOHNSON 17318 3726 45456
KNOX 3772 667 11077
KOSCIUSKO 6313 1836 23935
LAGRANGE 2080 461 7025
LAKE 116935 8645 75625
LAPORTE 19798 2718 22687
LAWRENCE 4210 907 14035
MADISON 18595 2938 32376
MARION 212899 19113 130360
MARSHALL 4798 996 12288
MARTIN 881 231 3697
MIAMI 2766 741 9975
MONROE 34216 3646 20592
MONTGOMERY 3362 735 11059
MORGAN 6040 1566 23674
NEWTON 1404 314 4077
NOBLE 3904 788 12198
OHIO 686 117 2118
ORANGE 2048 341 5803
OWEN 1946 458 6153
PARKE 1441 278 4863
PERRY 3062 437 4556
PIKE 1297 282 4398
PORTER 33676 4682 38832
POSEY 3521 542 8404
PULASKI 1327 278 3854
PUTNAM 3356 722 10637
RANDOLPH 2446 495 7517
RIPLEY 2471 533 9806
RUSH 1525 397 5292
SCOTT 2642 385 6074
SHELBY 4247 1029 12718
SPENCER 2861 546 6572
"ST. JOSEPH" 52252 5787 52021
STARKE 2489 370 6367
STEUBEN 3744 689 10133
SULLIVAN 2113 308 6138
SWITZERLAND 930 211 2558
TIPPECANOE 27282 4465 30768
TIPTON 1587 334 5589
UNION 715 131 2445
VANDERBURGH 28530 3481 40496
VERMILLION 2081 345 4513
VIGO 15931 1950 21937
WABASH 3018 629 9821
WARREN 839 193 2898
WARRICK 9086 1390 19113
WASHINGTON 2636 537 8209
WAYNE 8322 1229 16028
WELLS 2586 594 10005
WHITE 2590 570 6893
WHITLEY 3379 886 11358
