COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ALLEGANY 10576 299 18980
"ANNE ARUNDEL" 103324 3112 133231
BALTIMORE 182474 4954 166051
"BALTIMORE CITY" 175022 2311 36230
CALVERT 15967 367 23017
CAROLINE 3810 150 7396
CARROLL 22974 1100 55275
CECIL 14680 438 22556
CHARLES 29354 445 28442
DORCHESTER 5411 127 7801
FREDERICK 39503 1157 59934
GARRETT 3291 108 9085
HARFORD 39685 1478 71565
HOWARD 72257 1829 59724
KENT 4278 107 4900
MONTGOMERY 273936 4955 136334
"PRINCE GEORGE'S" 260532 2410 55532
"QUEEN ANNE'S" 7070 235 14489
SOMERSET 4034 76 4884
"ST. MARY'S" 13776 415 23725
TALBOT 7367 209 11288
WASHINGTON 20387 600 36917
WICOMICO 15137 368 21998
WORCESTER 9648 232 15349
