COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ANDERSON 3369 407 13201
ANDREWS 836 180 3927
ANGELINA 7538 705 21668
ARANSAS 2465 307 7740
ARCHER 394 103 3786
ARMSTRONG 70 27 924
ATASCOSA 4651 404 8618
AUSTIN 2320 317 9637
BAILEY 397 52 1344
BANDERA 1726 329 8163
BASTROP 10569 1557 16328
BAYLOR 191 41 1267
BEE 3444 297 4744
BELL 37801 5195 51998
BEXAR 319550 29762 240333
BLANCO 1244 229 4212
BORDEN 31 4 330
BOSQUE 1278 221 6339
BOWIE 8838 840 24924
BRAZORIA 43200 5190 72791
BRAZOS 23121 5352 38738
BREWSTER 1873 302 2077
BRISCOE 91 20 625
BROOKS 1937 46 613
BROWN 1621 388 12017
BURLESON 1491 153 5316
BURNET 3797 769 14638
CALDWELL 4795 606 6691
CALHOUN 2118 209 4638
CALLAHAN 569 145 4865
CAMERON 59402 3205 29472
CAMP 1260 81 3201
CARSON 249 95 2620
CASS 2391 227 9726
CASTRO 526 57 1414
CHAMBERS 2948 499 13339
CHEROKEE 3469 402 12919
CHILDRESS 253 29 1802
CLAY 536 105 4377
COCHRAN 190 32 679
COKE 140 18 1265
COLEMAN 388 78 3177
COLLIN 140624 19781 201014
COLLINGSWORTH 145 28 983
COLORADO 1987 201 6325
COMAL 14238 2804 45136
COMANCHE 789 115 4333
CONCHO 148 35 885
COOKE 2352 422 13181
CORYELL 5064 964 12225
COTTLE 92 14 506
CRANE 299 36 1049
CROCKETT 372 43 980
CROSBY 468 79 1181
CULBERSON 454 33 280
DALLAM 222 61 1261
DALLAS 461080 34948 262945
DAWSON 835 92 2636
"DEAF SMITH" 1185 120 2911
DELTA 400 45 1836
DENTON 110890 17152 170603
DEWITT 1163 162 5519
DICKENS 128 26 755
DIMMIT 2173 78 974
DONLEY 191 49 1225
DUVAL 2783 69 1316
EASTLAND 776 176 6011
ECTOR 10249 1261 25020
EDWARDS 303 24 746
"EL PASO" 147843 10653 55512
ELLIS 16253 2479 44941
ERATH 2160 523 11210
FALLS 1684 123 3441
FANNIN 2132 364 9548
FAYETTE 2144 287 8743
FISHER 403 61 1265
FLOYD 435 50 1474
FOARD 113 17 383
"FORT BEND" 134686 10089 117291
FRANKLIN 665 130 3585
FREESTONE 1471 187 6026
FRIO 2444 100 1856
GAINES 597 116 3907
GALVESTON 43658 5488 73757
GARZA 230 29 1225
GILLESPIE 2288 480 10446
GLASSCOCK 34 17 553
GOLIAD 973 115 2620
GONZALES 1571 176 4587
GRAY 701 204 6500
GRAYSON 10301 1790 35325
GREGG 11677 1308 28764
GRIMES 2194 274 7065
GUADALUPE 18391 2799 36632
HALE 2101 391 6366
HALL 164 34 893
HAMILTON 479 81 3060
HANSFORD 171 46 1730
HARDEMAN 249 57 1207
HARDIN 2780 394 19606
HARRIS 707914 58243 545955
HARRISON 7151 648 18749
HARTLEY 173 49 1730
HASKELL 314 53 1403
HAYS 33224 5114 33826
HEMPHILL 181 52 1462
HENDERSON 5669 726 23650
HIDALGO 118809 5986 48642
HILL 2547 315 10108
HOCKLEY 1260 242 5809
HOOD 4008 872 21382
HOPKINS 2510 321 10707
HOUSTON 1978 170 6205
HOWARD 1770 316 6637
HUDSPETH 324 44 503
HUNT 6396 1248 23910
HUTCHINSON 854 259 7042
IRION 90 16 660
JACK 314 63 2973
JACKSON 904 132 4266
JASPER 2590 220 10609
"JEFF DAVIS" 422 74 695
JEFFERSON 42443 2313 42862
"JIM HOGG" 1635 54 430
"JIM WELLS" 6694 265 5420
JOHNSON 10988 2236 44382
JONES 936 205 4819
KARNES 1145 88 2965
KAUFMAN 10278 1400 29587
KENDALL 3643 777 15700
KENEDY 99 3 84
KENT 59 15 360
KERR 4681 889 17727
KIMBLE 206 49 1697
KING 5 5 149
KINNEY 458 36 936
KLEBERG 4716 429 4367
KNOX 247 42 1078
"LA SALLE" 1129 58 872
LAMAR 3583 467 14561
LAMB 771 113 3111
LAMPASAS 1483 337 6385
LAVACA 1170 144 7347
LEE 1372 166 4997
LEON 909 139 6391
LIBERTY 4862 513 18892
LIMESTONE 1778 165 5796
LIPSCOMB 135 38 1159
"LIVE OAK" 742 96 3464
LLANO 1825 323 8299
LOVING 4 3 58
LUBBOCK 28023 5339 65651
LYNN 403 60 1546
MADISON 881 57 3351
MARION 1165 90 2983
MARTIN 266 41 1455
MASON 354 47 1656
MATAGORDA 3500 330 8366
MAVERICK 10397 375 2816
MCCULLOCH 482 69 2552
MCLENNAN 27063 3752 48260
MCMULLEN 40 5 454
MEDINA 4634 527 12085
MENARD 154 28 682
MIDLAND 10025 2214 36973
MILAM 2051 249 6364
MILLS 243 51 1951
MITCHELL 354 62 1780
MONTAGUE 885 193 7526
MONTGOMERY 45835 8483 150314
MOORE 1098 209 3977
MORRIS 1425 102 3446
MOTLEY 40 9 566
"NACOGDOCHES" 6846 1005 14771
"NAVARRO" 4002 437 11994
NEWTON 1156 90 4288
NOLAN 1029 276 3552
NUECES 49198 4441 50766
OCHILTREE 274 100 2628
OLDHAM 78 20 850
ORANGE 5735 752 25513
"PALO PINTO" 1708 278 8284
PANOLA 1835 136 8445
PARKER 8344 2000 46473
PARMER 485 66 1915
PECOS 1554 163 2468
POLK 4187 489 15176
POTTER 7657 1364 19630
PRESIDIO 1458 98 652
RAINS 628 105 3968
RANDALL 8367 2476 43462
REAGAN 167 28 709
REAL 262 37 1382
"RED RIVER" 1149 86 3926
REEVES 1659 108 1417
REFUGIO 1034 84 1830
ROBERTS 20 10 524
ROBERTSON 2203 164 4668
ROCKWALL 9655 1842 28451
RUNNELS 453 79 3250
RUSK 3935 384 14675
SABINE 614 39 3998
"SAN AUGUSTINE" 910 37 2622
"SAN JACINTO" 2038 246 8059
"SAN PATRICIO" 7871 755 13030
"SAN SABA" 293 39 2025
SCHLEICHER 208 30 821
SCURRY 733 146 4410
SHACKELFORD 103 23 1378
SHELBY 1758 149 7179
SHERMAN 96 32 807
SMITH 22300 3538 58930
SOMERVELL 541 150 3206
STARR 9289 227 2224
STEPHENS 348 79 3034
STERLING 70 14 549
STONEWALL 135 11 555
SUTTON 313 28 1075
SWISHER 462 71 1671
TARRANT 288392 34201 345921
TAYLOR 10085 2424 33250
TERRELL 140 10 288
TERRY 753 143 2459
THROCKMORTON 84 9 715
TITUS 2597 311 6511
"TOM GREEN" 9173 1812 27494
TRAVIS 308260 33251 127209
TRINITY 1154 94 4737
TYLER 1248 144 6624
UPSHUR 2380 424 13209
UPTON 286 54 1007
UVALDE 3867 262 4835
"VAL VERDE" 6964 763 5890
"VAN ZANDT" 2799 618 18473
VICTORIA 8866 982 21275
WALKER 6091 821 12884
WALLER 5748 505 10531
WARD 783 115 2547
WASHINGTON 3382 501 10945
WEBB 42307 1651 12947
WHARTON 4238 345 10149
WHEELER 194 25 2087
WICHITA 8770 1718 27631
WILBARGER 809 130 3166
WILLACY 3422 126 1547
WILLIAMSON 84468 14438 104175
WILSON 4790 644 13998
WINKLER 420 53 1403
WISE 3412 694 20670
WOOD 2630 397 15700
YOAKUM 426 80 1797
YOUNG 876 230 6601
ZAPATA 2063 50 1029
ZAVALA 2636 66 694
