COUNTY DEM GRN OTH REP
COUNTY Gore_D Nader_G Other_O Bush_R
HAWAII 28670 4604 536 17050
HONOLULU 139618 13037 2025 101310
KAUAI 13470 1474 246 6583
MAUI 23484 2499 389 12876
