COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 1299 262 3083
ASOTIN 3134 861 5741
BENTON 26360 6473 47194
CHELAN 13032 2234 18114
CLALLAM 17677 2986 18794
CLARK 92757 14962 92441
COLUMBIA 526 159 1497
COWLITZ 17908 3599 24185
DOUGLAS 4918 1022 9603
FERRY 1098 301 2202
FRANKLIN 8886 1628 13206
GARFIELD 279 116 851
GRANT 7810 2018 18518
"GRAYS HARBOR" 12020 2280 14067
ISLAND 20960 3451 18465
JEFFERSON 12656 1583 6037
KING 718322 63838 216339
KITSAP 63156 12143 49018
KITTITAS 7489 1366 10100
KLICKITAT 4194 786 5789
LEWIS 9654 2503 21992
LINCOLN 1244 361 4108
MASON 11993 2403 13677
OKANOGAN 6298 1183 9610
PACIFIC 4620 736 5360
"PEND OREILLE" 1934 495 4373
PIERCE 172538 29123 146824
"SAN JUAN" 7172 914 2688
SKAGIT 26690 4542 24736
SKAMANIA 2232 479 2928
SNOHOMISH 185227 28691 128255
SPOKANE 93767 20044 113435
STEVENS 5767 1749 15161
THURSTON 68798 11988 48624
WAHKIAKUM 832 182 1344
"WALLA WALLA" 9694 2074 13651
WHATCOM 60340 8734 40599
WHITMAN 8146 1756 7403
YAKIMA 31291 4724 41735
