COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ATLANTIC 65600 1057 46522
BERGEN 212754 3583 169070
BURLINGTON 126377 2158 87401
CAMDEN 153682 2270 69476
"CAPE MAY" 21657 493 25781
CUMBERLAND 34055 579 20658
ESSEX 236618 1995 64406
GLOUCESTER 74013 1717 59456
HUDSON 153108 2027 42369
HUNTERDON 26876 931 38687
MERCER 104377 1779 47355
MIDDLESEX 190555 3450 107310
MONMOUTH 133145 3320 147513
MORRIS 100146 2299 124947
OCEAN 102300 2501 146474
PASSAIC 115926 1539 64523
SALEM 14719 448 14334
SOMERSET 74592 1727 66603
SUSSEX 26104 1204 40625
UNION 139752 1765 68314
WARREN 18745 781 25744
