COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
BRISTOL 14974 471 9231
"FEDERAL PRECINCT" 268 12 53
KENT 45564 1792 31567
NEWPORT 23463 787 15202
PROVIDENCE 159520 4484 75785
WASHINGTON 35888 1625 25366
