COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ACADIA 5638 589 21162
ALLEN 2106 272 6867
ASCENSION 16476 2059 36143
ASSUMPTION 3931 259 6714
AVOYELLES 5035 386 11165
BEAUREGARD 2393 447 12238
BIENVILLE 3129 120 3756
BOSSIER 12641 1733 35474
CADDO 53483 3315 49006
CALCASIEU 26296 3298 54191
CALDWELL 788 82 3822
CAMERON 323 113 3256
CATAHOULA 1322 55 3479
CLAIBORNE 2717 119 3585
CONCORDIA 3272 123 5477
"DE SOTO" 5165 267 8068
"EAST BATON ROUGE" 102828 9003 84660
"EAST CARROLL" 1838 42 1059
"EAST FELICIANA" 4235 238 5569
EVANGELINE 4208 314 10360
FRANKLIN 2506 142 6514
GRANT 1181 232 7408
IBERIA 10698 853 20903
IBERVILLE 8324 399 7320
JACKSON 2139 156 5169
JEFFERSON 73670 7571 100398
"JEFFERSON DAVIS" 3080 422 10775
"LA SALLE" 605 128 5836
LAFAYETTE 32726 4682 68195
LAFOURCHE 8423 1263 31959
LINCOLN 7107 801 10761
LIVINGSTON 6950 1956 48824
MADISON 2744 61 1927
MOREHOUSE 5155 195 6502
"NATCHITOCHES" 7144 509 8968
ORLEANS 133996 7524 24292
OUACHITA 24428 1855 41734
PLAQUEMINES 3347 326 6900
"POINTE COUPEE" 4764 208 6789
RAPIDES 18322 1706 36816
"RED RIVER" 1938 93 2391
RICHLAND 3157 153 6287
SABINE 1703 205 7879
"ST. BERNARD" 4960 618 10237
"ST. CHARLES" 8559 1012 16621
"ST. HELENA" 3353 114 2497
"ST. JAMES" 6418 211 5456
"ST. JOHN THE BAPTIST" 12661 513 7569
"ST. LANDRY" 17209 797 21971
"ST. MARTIN" 8266 611 16873
"ST. MARY" 8050 468 14359
"ST. TAMMANY" 27717 5760 90915
TANGIPAHOA 16878 1579 33959
TENSAS 1332 34 1182
TERREBONNE 10665 1329 31902
UNION 2691 231 7972
VERMILION 4857 712 20063
VERNON 2665 497 13471
WASHINGTON 5692 380 12556
WEBSTER 6260 343 11542
"WEST BATON ROUGE" 5383 402 6927
"WEST CARROLL" 715 74 3970
"WEST FELICIANA" 2248 161 3390
WINN 1644 120 4608
