COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ALBANY 86213 8617 52369
ALLEGANY 6392 984 11894
BRONX 276938 12253 53738
BROOME 44496 5294 42100
CATTARAUGUS 13087 2147 19028
CAYUGA 16913 2513 16626
CHAUTAUQUA 26369 3839 30734
CHEMUNG 16639 1694 20742
CHENANGO 9003 1194 11144
CLINTON 17040 2063 14633
COLUMBIA 15238 2540 13325
CORTLAND 10354 1321 11085
DELAWARE 8425 1267 11474
DUTCHESS 56533 8025 59323
ERIE 240563 31377 173198
ESSEX 8474 1218 9390
FRANKLIN 9286 927 8103
FULTON 8919 1254 12042
GENESEE 9970 1909 15701
GREENE 8607 1632 12159
HAMILTON 1120 214 2358
HERKIMER 11383 1662 15265
JEFFERSON 16342 2210 20248
KINGS 494165 34415 159200
LEWIS 4417 632 6348
LIVINGSTON 11107 1956 16885
MADISON 12665 2038 15584
MONROE 168088 21519 153374
MONTGOMERY 9175 1283 10763
"NASSAU" 317283 27558 273502
"NEW YORK" 509841 27023 104883
NIAGARA 45644 6411 44525
ONEIDA 39658 6142 49569
ONONDAGA 112618 13848 88123
ONTARIO 20503 2988 26611
ORANGE 61642 8021 75010
ORLEANS 5734 1043 9796
OSWEGO 23261 3671 24675
OTSEGO 12402 1482 12768
PUTNAM 18892 3274 24397
QUEENS 422609 24505 157948
RENSSELAER 34741 5483 32290
RICHMOND 66255 8569 85302
ROCKLAND 62391 7330 61510
SARATOGA 47367 5797 53709
SCHENECTADY 34762 4705 30002
SCHOHARIE 5455 954 8148
SCHUYLER 3290 573 4727
SENECA 6771 951 7603
"ST. LAWRENCE" 22173 2272 17310
STEUBEN 14090 2128 26066
SUFFOLK 307011 39515 292186
SULLIVAN 14447 2121 14398
TIOGA 9415 1144 13343
TOMPKINS 25659 3204 13539
ULSTER 45530 6948 35234
WARREN 13054 1792 16213
WASHINGTON 10295 1660 13148
WAYNE 15093 2981 23126
WESTCHESTER 224992 19517 151261
WYOMING 5894 1085 11185
YATES 4062 596 6053
