COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
"DISTRICT 1" 1518 305 5899
"DISTRICT 10" 1344 298 4928
"DISTRICT 11" 2222 352 6057
"DISTRICT 12" 1901 281 4300
"DISTRICT 13" 2425 204 3078
"DISTRICT 14" 3340 275 3453
"DISTRICT 15" 3283 293 2875
"DISTRICT 16" 4013 292 2876
"DISTRICT 17" 2853 194 1542
"DISTRICT 18" 4247 314 2369
"DISTRICT 19" 4126 305 3855
"DISTRICT 2" 3096 453 5509
"DISTRICT 20" 3081 339 4544
"DISTRICT 21" 3316 288 5262
"DISTRICT 22" 2859 251 3445
"DISTRICT 23" 3167 277 4926
"DISTRICT 24" 3128 249 3912
"DISTRICT 25" 3739 353 4569
"DISTRICT 26" 3169 354 6968
"DISTRICT 27" 4463 345 6015
"DISTRICT 28" 2188 379 5882
"DISTRICT 29" 1933 304 5774
"DISTRICT 3" 2034 266 3769
"DISTRICT 30" 3578 435 5492
"DISTRICT 31" 4679 437 4219
"DISTRICT 32" 5930 503 3095
"DISTRICT 33" 2716 466 4289
"DISTRICT 34" 4662 452 3523
"DISTRICT 35" 2830 298 3804
"DISTRICT 36" 3341 245 1386
"DISTRICT 37" 2631 187 1517
"DISTRICT 38" 4101 454 2259
"DISTRICT 39" 3645 349 2566
"DISTRICT 4" 2864 337 3586
"DISTRICT 40" 2717 171 1347
"DISTRICT 5" 3644 472 4027
"DISTRICT 6" 2145 394 5254
"DISTRICT 7" 1962 366 5247
"DISTRICT 8" 2083 333 5826
"DISTRICT 9" 1667 309 5432
"DISTRICT 99" 0 0 0
