COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAIR 1660 99 5841
ALLEN 1808 108 5184
ANDERSON 3315 183 6822
BALLARD 1189 59 2647
BARREN 5400 246 10922
BATH 1770 77 2275
BELL 2224 131 7127
BOONE 15629 960 35922
BOURBON 3075 156 4692
BOYD 7776 389 10884
BOYLE 4471 199 7703
BRACKEN 1147 56 2029
BREATHITT 1562 128 3318
BRECKINRIDGE 2825 119 5025
BULLITT 9971 502 21306
BUTLER 1293 51 3716
CALDWELL 1852 104 3904
CALLOWAY 5317 315 9440
CAMPBELL 15080 857 24240
CARLISLE 750 34 1835
CARROLL 1629 52 1999
CARTER 3383 246 5279
CASEY 1086 101 4904
CHRISTIAN 8252 228 13475
CLARK 5228 257 9931
CLAY 1111 96 6176
CLINTON 752 72 3569
CRITTENDEN 960 55 2839
CUMBERLAND 599 39 2216
DAVIESS 16208 787 25092
EDMONSON 1374 62 3232
ELLIOTT 1186 87 1126
ESTILL 1356 79 3749
FAYETTE 62080 2991 60795
FLEMING 1911 91 3780
FLOYD 4733 373 9784
FRANKLIN 11535 457 11345
FULTON 1022 34 1425
GALLATIN 1238 65 1758
GARRARD 1661 106 5310
GRANT 2810 134 5664
GRAVES 4547 257 10699
GRAYSON 2744 123 6404
GREEN 1165 57 3634
GREENUP 6027 286 8855
HANCOCK 1833 89 2212
HARDIN 15214 647 23357
HARLAN 1830 175 8652
HARRISON 2471 136 4556
HART 2283 82 4257
HENDERSON 8091 235 10296
HENRY 2530 120 3940
HICKMAN 686 22 1431
HOPKINS 5789 297 13681
JACKSON 612 84 4365
JEFFERSON 186181 4975 148423
JESSAMINE 6001 399 14233
JOHNSON 1723 217 7095
KENTON 24920 1395 41389
KNOTT 1420 143 4130
KNOX 2484 149 8467
LARUE 1733 120 3911
LAUREL 3905 352 18151
LAWRENCE 1520 77 3995
LEE 595 51 1977
LESLIE 433 78 4439
LETCHER 1702 245 6811
LEWIS 1342 101 3326
LINCOLN 2582 154 6416
LIVINGSTON 1346 76 3089
LOGAN 3469 142 6899
LYON 1373 54 2412
MADISON 11512 682 21128
MAGOFFIN 1433 82 3391
MARION 3418 100 3800
MARSHALL 5022 295 10402
MARTIN 574 70 3180
MASON 2592 92 4197
MCCRACKEN 10062 510 19979
MCCREARY 1069 74 4564
MCLEAN 1432 63 2705
MEADE 4122 188 6606
MENIFEE 1048 66 1484
MERCER 2966 153 6820
METCALFE 1425 83 2676
MONROE 936 48 3762
MONTGOMERY 3701 149 6398
MORGAN 1369 82 3021
MUHLENBERG 4771 206 7762
NELSON 7611 249 10673
NICHOLAS 948 50 1583
OHIO 2987 189 6470
OLDHAM 9240 465 20179
OWEN 1501 85 2971
OWSLEY 283 18 1279
PENDLETON 1859 119 3556
PERRY 2047 154 8040
PIKE 5646 400 17590
POWELL 1620 95 2766
PULASKI 4976 313 20714
ROBERTSON 340 16 579
ROCKCASTLE 1097 91 5028
ROWAN 3438 192 4035
RUSSELL 1445 118 6346
SCOTT 7532 362 12679
SHELBY 6634 239 11790
SIMPSON 2650 88 4355
SPENCER 2549 156 5726
TAYLOR 3285 114 7551
TODD 1403 68 3247
TRIGG 2115 107 4520
TRIMBLE 1355 55 2133
UNION 1942 82 3955
WARREN 16805 714 26384
WASHINGTON 1669 55 3495
WAYNE 1855 66 5289
WEBSTER 1765 98 3607
WHITLEY 2683 157 10232
WOLFE 976 41 1542
WOODFORD 4883 230 7219
