COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ALCONA 2896 120 3404
ALGER 2472 90 2188
ALLEGAN 24165 1053 30061
ALPENA 7705 255 7125
ANTRIM 6079 267 7506
ARENAC 4155 166 3807
BARAGA 1725 73 1846
BARRY 13449 685 16431
BAY 32589 1044 23795
BENZIE 5451 171 4687
BERRIEN 40381 1155 36130
BRANCH 8413 338 9534
CALHOUN 34561 1082 28553
CASS 12083 379 11114
CHARLEVOIX 6817 244 7306
CHEBOYGAN 6720 261 6920
CHIPPEWA 8184 257 8267
CLARE 7496 278 6793
CLINTON 20005 650 19726
CRAWFORD 3441 176 3561
DELTA 9974 327 8763
DICKINSON 5995 267 7049
EATON 30742 974 25900
EMMET 8515 320 9314
GENESEE 143927 3518 72451
GLADWIN 6590 260 6391
GOGEBIC 4757 177 3330
"GRAND TRAVERSE" 23258 759 24716
GRATIOT 9105 311 8322
HILLSDALE 8765 463 11221
HOUGHTON 7476 395 8101
HURON 8367 334 8434
INGHAM 93994 2252 46483
IONIA 12565 598 14156
IOSCO 7309 295 6583
IRON 3080 135 2947
ISABELLA 16679 451 11220
JACKSON 37480 1331 35692
KALAMAZOO 77051 2176 51554
KALKASKA 3780 192 4527
KENT 149909 4990 148336
KEWEENAW 610 44 756
LAKE 2919 104 2269
LAPEER 21457 1074 22831
LEELANAU 7355 171 6938
LENAWEE 24640 869 22225
LIVINGSTON 42349 1697 55592
LUCE 1191 59 1490
MACKINAC 3027 101 3268
MACOMB 223784 7769 187663
MANISTEE 7235 264 5510
MARQUETTE 19635 644 12906
MASON 7817 259 7147
MECOSTA 9101 325 9238
MENOMINEE 5981 236 4855
MIDLAND 20701 743 22263
MISSAUKEE 2898 125 4469
MONROE 39180 1384 35858
MONTCALM 13208 552 13291
MONTMORENCY 2403 116 2841
MUSKEGON 53821 1305 29145
NEWAYGO 10790 453 11862
OAKLAND 372566 9546 276956
OCEANA 6405 244 5860
OGEMAW 5391 244 5133
ONTONAGON 1966 96 1823
OSCEOLA 4855 198 5973
OSCODA 1887 121 2320
OTSEGO 5634 230 6752
OTTAWA 50828 2110 83330
"PRESQUE ISLE" 3722 177 3606
ROSCOMMON 7082 242 6727
SAGINAW 60276 1589 42225
SANILAC 9047 443 10679
SCHOOLCRAFT 2184 84 2058
SHIAWASSEE 19397 750 16268
"ST. CLAIR" 40677 1687 38536
"ST. JOSEPH" 12322 494 12886
TUSCOLA 13503 555 13740
"VAN BUREN" 18588 644 15534
WASHTENAW 130578 2591 53946
WAYNE 660085 10659 219582
WEXFORD 7379 281 8044
