COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ADAMS 13764 217 28247
ALLEGHENY 368912 4632 271925
ARMSTRONG 12025 147 18925
BEAVER 42146 481 39916
BEDFORD 6016 57 16606
BERKS 76309 1056 87122
BLAIR 18105 322 35751
BRADFORD 8590 120 16942
BUCKS 163438 1909 154469
BUTLER 30090 376 54959
CAMBRIA 32591 344 34048
CAMERON 794 13 1599
CARBON 12223 301 12519
CENTRE 30733 387 33133
CHESTER 109708 1079 120036
CLARION 6049 72 11063
CLEARFIELD 13518 182 20533
CLINTON 5823 109 8035
COLUMBIA 10679 138 16052
CRAWFORD 16013 344 21965
CUMBERLAND 37928 506 67648
DAUPHIN 55299 613 65296
DELAWARE 162601 1512 120425
ELK 6602 76 7872
ERIE 67921 605 57372
FAYETTE 29120 542 25045
FOREST 989 13 1571
FRANKLIN 16562 190 41817
FULTON 1475 24 4772
GREENE 7674 105 7786
HUNTINGDON 5879 53 12126
INDIANA 15831 163 20254
JEFFERSON 6073 116 13371
JUNIATA 2797 65 7144
LACKAWANNA 59573 1480 44766
LANCASTER 74328 1359 145591
LAWRENCE 21387 117 21938
LEBANON 18109 467 37089
LEHIGH 73940 991 70160
LUZERNE 69573 1502 64953
LYCOMING 15681 407 33961
MCKEAN 6294 191 10941
MERCER 24831 422 26311
MIFFLIN 4889 187 11726
MONROE 27967 404 27971
MONTGOMERY 222048 1802 175741
MONTOUR 2666 55 4903
NORTHAMPTON 63446 1192 62102
NORTHUMBERLAND 14602 270 22262
PERRY 5423 85 13919
PHILADELPHIA 542205 1765 130099
PIKE 8656 199 12444
POTTER 2268 54 5640
SCHUYLKILL 29231 398 35640
SNYDER 4348 69 10566
SOMERSET 12842 134 23802
SULLIVAN 1213 16 2056
SUSQUEHANNA 7351 116 11573
TIOGA 5437 115 12019
UNION 5700 89 10334
VENANGO 9024 163 14472
WARREN 8044 230 10999
WASHINGTON 48225 279 47673
WAYNE 8060 194 13713
WESTMORELAND 77774 835 100087
WYOMING 4982 68 7782
YORK 63701 1298 114270
