COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ARKANSAS 3110 47 3789
ASHLEY 3881 64 4567
BAXTER 7129 273 11128
BENTON 20756 794 46571
BOONE 4640 344 9793
BRADLEY 2206 32 2011
CALHOUN 942 20 1341
CARROLL 4161 136 6184
CHICOT 2993 39 1725
CLARK 4985 77 4127
CLAY 3264 73 2759
CLEBURNE 4702 132 7001
CLEVELAND 1450 37 2009
COLUMBIA 4108 72 5729
CONWAY 4259 97 4293
CRAIGHEAD 13665 318 15818
CRAWFORD 6764 246 13391
CRITTENDEN 8277 93 6930
CROSS 3135 75 3864
DALLAS 1667 17 1699
DESHA 2851 67 1729
DREW 2952 35 3262
FAULKNER 14538 634 21514
FRANKLIN 3008 100 4181
FULTON 2370 63 2522
GARLAND 18040 380 21734
GRANT 2524 41 4205
GREENE 6561 154 7232
HEMPSTEAD 3817 55 3580
"HOT SPRING" 5903 203 5962
HOWARD 2166 41 2736
INDEPENDENCE 5443 138 7430
IZARD 2586 74 2833
JACKSON 3515 80 2624
JEFFERSON 19675 600 10218
JOHNSON 3622 111 4311
LAFAYETTE 1567 20 1604
LAWRENCE 3544 120 2951
LEE 2548 40 1492
LINCOLN 2149 39 1921
"LITTLE RIVER" 2677 42 2575
LOGAN 3361 114 5076
LONOKE 7454 178 14398
MADISON 2421 90 3873
MARION 2602 138 4127
MILLER 6139 91 8448
MISSISSIPPI 7593 439 6121
MONROE 2049 32 1586
MONTGOMERY 1524 67 2367
NEVADA 1694 31 1752
NEWTON 1506 93 2779
OUACHITA 5188 117 5345
PERRY 1921 75 2435
PHILLIPS 5642 65 3161
PIKE 1310 44 2013
POINSETT 4069 99 3555
POLK 2473 134 5192
POPE 7100 188 13614
PRAIRIE 1562 32 2030
PULASKI 82755 1386 67617
RANDOLPH 3412 97 3158
SALINE 14153 359 24864
SCOTT 1473 51 2514
SEARCY 1370 57 2565
SEBASTIAN 16479 429 27303
SEVIER 2035 50 2516
SHARP 3265 108 4097
"ST. FRANCIS" 5684 89 3815
STONE 2255 106 3188
UNION 7071 259 10502
"VAN BUREN" 3310 76 3988
WASHINGTON 27597 780 35726
WHITE 9129 295 17001
WOODRUFF 1972 33 1021
YELL 2913 68 3678
