COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
ARKANSAS 2619 174 4185
ASHLEY 2976 260 5406
BAXTER 6539 590 12852
BENTON 23331 1618 51124
BOONE 4435 464 10575
BRADLEY 1680 99 2262
CALHOUN 691 64 1462
CARROLL 4172 324 6083
CHICOT 3043 46 2119
CLARK 4267 219 4608
CLAY 2244 235 3032
CLEBURNE 2951 425 7962
CLEVELAND 911 143 2451
COLUMBIA 3554 143 5861
CONWAY 3149 298 4691
CRAIGHEAD 11294 793 18881
CRAWFORD 5238 606 14688
CRITTENDEN 10330 275 7650
CROSS 2580 157 4393
DALLAS 1471 90 1757
DESHA 2569 110 1999
DREW 2598 152 3860
FAULKNER 14955 862 25362
FRANKLIN 1869 195 4411
FULTON 1819 155 2702
GARLAND 15899 995 26825
GRANT 1562 208 5023
GREENE 4541 493 8578
HEMPSTEAD 2869 207 4273
"HOT SPRING" 4288 458 7209
HOWARD 1746 143 2957
INDEPENDENCE 3688 356 8255
IZARD 1792 233 3193
JACKSON 2207 257 3118
JEFFERSON 18465 569 10655
JOHNSON 3034 224 4922
LAFAYETTE 1133 84 1685
LAWRENCE 2138 335 3357
LEE 2263 46 1454
LINCOLN 1710 183 2513
"LITTLE RIVER" 1753 152 3247
LOGAN 2286 271 5350
LONOKE 5968 531 17242
MADISON 2144 212 3972
MARION 2384 254 4524
MILLER 4869 281 9913
MISSISSIPPI 6667 367 6976
MONROE 1615 80 1754
MONTGOMERY 1092 165 2365
NEVADA 1474 99 2062
NEWTON 1182 190 2588
OUACHITA 4346 187 5427
PERRY 1352 184 2743
PHILLIPS 5695 177 3097
PIKE 1089 150 2727
POINSETT 2742 283 4903
POLK 1957 251 5473
POPE 6002 509 15568
PRAIRIE 1048 110 2223
PULASKI 88854 2277 70212
RANDOLPH 2469 235 3615
SALINE 12695 977 30981
SCOTT 1053 151 2791
SEARCY 961 160 2726
SEBASTIAN 13673 902 28637
SEVIER 1291 164 3125
SHARP 2436 281 4535
"ST. FRANCIS" 5486 102 3917
STONE 1598 192 3534
UNION 6190 312 10677
"VAN BUREN" 2151 276 4276
WASHINGTON 29021 1396 37963
WHITE 6732 756 19467
WOODRUFF 1412 143 1206
YELL 2003 225 3808
