COUNTY DEM OTH REP
COUNTY Obama_D Other_O Mccain_R
AURORA 655 19 794
BEADLE 3493 83 4054
BENNETT 557 18 614
"BON HOMME" 1367 37 1712
BROOKINGS 7207 151 6431
BROWN 9041 145 8067
BRULE 965 34 1407
BUFFALO 454 2 156
BUTTE 1306 78 2821
CAMPBELL 243 10 591
"CHARLES MIX" 1807 21 2109
CLARK 830 25 1065
CLAY 3808 55 2296
CODINGTON 5595 107 6374
CORSON 837 18 535
CUSTER 1475 66 2909
DAVISON 3554 80 4731
DAY 1785 21 1372
DEUEL 1054 36 1088
DEWEY 1328 18 659
DOUGLAS 424 18 1293
EDMUNDS 819 21 1213
"FALL RIVER" 1338 69 2348
FAULK 426 9 739
GRANT 1786 37 1951
GREGORY 771 24 1423
HAAKON 187 15 939
HAMLIN 1043 33 1661
HAND 718 16 1247
HANSON 961 27 1426
HARDING 135 12 575
HUGHES 3037 51 5298
HUTCHINSON 1242 34 2285
HYDE 226 3 547
JACKSON 435 15 668
JERAULD 542 4 546
JONES 147 8 463
KINGSBURY 1277 27 1435
LAKE 3033 50 2993
LAWRENCE 4932 157 6787
LINCOLN 8642 156 11803
LYMAN 710 19 894
MARSHALL 1261 16 900
MCCOOK 1219 40 1646
MCPHERSON 441 8 915
MEADE 3751 199 7515
MELLETTE 373 11 445
MINER 605 16 577
MINNEHAHA 39838 709 39251
MOODY 1663 32 1508
"OGLALA LAKOTA" 2971 12 331
PENNINGTON 17802 382 27603
PERKINS 499 55 1102
POTTER 482 15 937
ROBERTS 2672 31 1781
SANBORN 500 12 669
SPINK 1550 29 1660
STANLEY 510 13 1017
SULLY 233 9 581
TODD 2208 28 571
TRIPP 914 36 1859
TURNER 1681 47 2538
UNION 3244 66 4310
WALWORTH 923 29 1668
YANKTON 4838 90 5039
ZIEBACH 554 16 312
