COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ARKANSAS 1939 447 3826
ASHLEY 2408 337 5338
BAXTER 4169 915 14682
BENTON 28005 7948 60871
BOONE 2926 950 12235
BRADLEY 1317 172 2164
CALHOUN 639 74 1556
CARROLL 3342 630 6786
CHICOT 2350 110 1716
CLARK 3620 502 4404
CLAY 1199 220 3781
CLEBURNE 2101 526 9458
CLEVELAND 723 169 2462
COLUMBIA 3140 291 5456
CONWAY 2656 422 4849
CRAIGHEAD 10538 2143 22892
CRAWFORD 4488 1276 16686
CRITTENDEN 8410 578 6964
CROSS 1999 291 4584
DALLAS 1165 97 1509
DESHA 2228 110 1919
DREW 2365 262 3968
FAULKNER 14629 3552 29346
FRANKLIN 1376 355 5039
FULTON 1067 234 3471
GARLAND 12311 2407 26087
GRANT 1373 347 5725
GREENE 3071 809 10720
HEMPSTEAD 2377 271 4401
"HOT SPRING" 3149 623 8172
HOWARD 1351 166 3157
INDEPENDENCE 2881 797 9936
IZARD 1113 293 4042
JACKSON 1583 306 3267
JEFFERSON 15772 872 9250
JOHNSON 2427 594 6091
LAFAYETTE 1032 70 1758
LAWRENCE 1263 358 4064
LEE 1735 62 1229
LINCOLN 1252 119 2455
"LITTLE RIVER" 1397 225 3605
LOGAN 1715 460 5746
LONOKE 5664 1478 19958
MADISON 1588 325 4928
MARION 1434 337 5336
MILLER 4273 524 11294
MISSISSIPPI 5670 473 7061
MONROE 1312 83 1489
MONTGOMERY 748 168 2643
NEVADA 1157 89 2000
NEWTON 699 179 2875
OUACHITA 4321 263 5351
PERRY 1049 249 3008
PHILLIPS 4310 197 2446
PIKE 685 146 3150
POINSETT 1880 340 5502
POLK 1212 401 6618
POPE 5000 1313 16256
PRAIRIE 814 125 2505
PULASKI 89574 8945 61257
RANDOLPH 1425 445 4509
SALINE 13256 2981 35863
SCOTT 602 177 2731
SEARCY 601 172 2955
SEBASTIAN 12300 3210 29127
SEVIER 1075 205 3282
SHARP 1472 370 5407
"ST. FRANCIS" 4031 204 3195
STONE 1203 302 4113
UNION 5855 583 10456
"VAN BUREN" 1549 408 5382
WASHINGTON 33366 7019 41476
WHITE 5170 972 21077
WOODRUFF 1118 106 1347
YELL 1480 351 4608
