COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAMS 15091 599 26767
ALLEGHENY 352687 7355 262039
ARMSTRONG 9045 415 20142
BEAVER 37055 1075 42344
BEDFORD 4788 207 16702
BERKS 83011 2607 84702
BLAIR 16276 646 33319
BRADFORD 8624 392 14410
BUCKS 160521 3916 156579
BUTLER 28550 1134 59761
CAMBRIA 24249 1114 35163
CAMERON 724 28 1359
CARBON 11580 497 13504
CENTRE 34176 1449 34001
CHESTER 124311 2822 124840
CLARION 5056 302 10828
CLEARFIELD 11121 499 20347
CLINTON 5734 228 7303
COLUMBIA 10937 450 14236
CRAWFORD 13883 604 20901
CUMBERLAND 44367 1638 64809
DAUPHIN 64965 1593 57450
DELAWARE 171792 2919 110853
ELK 5463 196 7579
ERIE 68036 1558 49025
FAYETTE 21971 516 26018
FOREST 896 33 1383
FRANKLIN 18995 823 43260
FULTON 1310 71 4814
GREENE 5852 184 8428
HUNTINGDON 5409 251 11979
INDIANA 14473 591 21257
JEFFERSON 4787 262 13048
JUNIATA 2547 126 6862
LACKAWANNA 61838 1092 35085
LANCASTER 88481 3286 130669
LAWRENCE 17513 476 21047
LEBANON 19900 808 35872
LEHIGH 78283 1845 66874
LUZERNE 64307 1807 58325
LYCOMING 15203 632 30658
MCKEAN 5297 266 9545
MERCER 24232 706 25925
MIFFLIN 4273 159 11939
MONROE 35221 829 26867
MONTGOMERY 233356 4463 174381
MONTOUR 3053 126 4652
NORTHAMPTON 67606 1683 61446
NORTHUMBERLAND 13072 622 19518
PERRY 5685 323 13120
PHILADELPHIA 588806 5054 96467
PIKE 10210 283 12786
POTTER 1897 114 5231
SCHUYLKILL 24546 903 32278
SNYDER 4687 242 10073
SOMERSET 9436 522 23984
SULLIVAN 1034 47 1868
SUSQUEHANNA 6935 309 10800
TIOGA 5357 305 11342
UNION 6109 263 9896
VENANGO 7945 407 13815
WARREN 6995 294 10010
WASHINGTON 40345 1175 53230
WAYNE 8396 315 12896
WESTMORELAND 63722 1918 103932
WYOMING 5061 224 6587
YORK 73191 2734 113304
