COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
BERNALILLO 143417 36547 94698
CATRON 427 158 1464
CHAVES 5534 1865 12872
CIBOLA 3741 1127 3195
COLFAX 2129 618 2585
CURRY 3121 1214 9035
"DE BACA" 193 97 620
"DONA ANA" 37947 7327 25374
EDDY 5033 1487 13147
GRANT 6276 1247 5288
GUADALUPE 970 262 595
HARDING 156 60 311
HIDALGO 784 178 910
LEA 3930 1287 12495
LINCOLN 2331 675 5896
"LOS ALAMOS" 5562 1964 3359
LUNA 3195 622 3478
MCKINLEY 13576 3023 5104
MORA 1536 240 665
OTERO 6124 2049 11887
QUAY 1017 343 2212
"RIO ARRIBA" 9592 1687 3599
ROOSEVELT 1454 612 3884
"SAN JUAN" 12865 5299 27946
"SAN MIGUEL" 7285 1153 2313
SANDOVAL 27707 8078 25905
"SANTA FE" 50793 6309 14332
SIERRA 1612 559 3010
SOCORRO 3313 939 2616
TAOS 10668 1865 2727
TORRANCE 1785 825 3714
UNION 320 166 1216
VALENCIA 10841 3536 13215
