COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAMS 3806 268 8937
ALLEN 60036 2290 84613
BARTHOLOMEW 10625 618 18083
BENTON 1159 90 2329
BLACKFORD 1927 105 2711
BOONE 8328 601 18808
BROWN 3060 212 4332
CARROLL 2635 176 4999
CASS 5371 347 8443
CLARK 20807 889 25450
CLAY 3460 228 7096
CLINTON 3308 237 6338
CRAWFORD 2041 128 2421
DAVIESS 2437 175 7638
DEARBORN 6528 434 15394
DECATUR 2941 248 7119
DEKALB 5419 322 10587
DELAWARE 22654 1063 21251
DUBOIS 6522 366 11654
ELKHART 24399 1075 42378
FAYETTE 3555 237 5045
FLOYD 14812 615 19878
FOUNTAIN 2237 210 4664
FRANKLIN 2909 227 7424
FULTON 2621 188 5317
GIBSON 4928 306 9487
GRANT 9589 545 15151
GREENE 4350 304 8457
HAMILTON 43796 2320 90747
HANCOCK 9319 728 22796
HARRISON 6607 424 10640
HENDRICKS 21112 1220 44312
HENRY 7613 556 10838
HOWARD 15135 828 20327
HUNTINGTON 4596 307 10862
JACKSON 5838 455 10419
JASPER 4672 269 7955
JAY 3063 193 4645
JEFFERSON 5728 302 7096
JENNINGS 3821 309 6120
JOHNSON 17260 1191 39513
KNOX 5228 305 9612
KOSCIUSKO 6862 640 22558
LAGRANGE 2898 187 6231
LAKE 130897 2430 68431
LAPORTE 24107 959 18615
LAWRENCE 5779 421 11622
MADISON 24407 1194 26769
MARION 216336 6164 136509
MARSHALL 6137 368 11260
MARTIN 1351 130 3262
MIAMI 4222 385 8174
MONROE 33436 1306 22481
MONTGOMERY 4271 345 9824
MORGAN 7969 706 19591
NEWTON 2212 151 3291
NOBLE 5229 335 10680
OHIO 994 66 1759
ORANGE 2939 220 4617
OWEN 2823 228 5062
PARKE 2110 171 4234
PERRY 4316 156 3403
PIKE 2125 174 3627
PORTER 37252 1381 34406
POSEY 4533 263 7430
PULASKI 1899 134 3366
PUTNAM 4507 317 9005
RANDOLPH 3769 202 6218
RIPLEY 3241 258 7484
RUSH 2221 172 4633
SCOTT 3998 183 4539
SHELBY 5359 423 10978
SPENCER 4026 187 5515
"ST. JOSEPH" 56460 1666 52578
STARKE 3809 207 4738
STEUBEN 4853 295 8547
SULLIVAN 3191 197 4902
SWITZERLAND 1437 88 1872
TIPPECANOE 26711 1428 28757
TIPTON 2432 160 4773
UNION 1018 60 2022
VANDERBURGH 31725 1290 39389
VERMILLION 2979 176 3426
VIGO 19712 796 19369
WABASH 3973 257 8644
WARREN 1324 99 2377
WARRICK 8793 486 15351
WASHINGTON 3909 295 6533
WAYNE 10591 565 14321
WELLS 3436 243 9256
WHITE 3637 296 5970
WHITLEY 4420 333 10258
