COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ADAMS 4062 292 8316
ANTELOPE 571 65 2596
ARTHUR 30 5 227
BANNER 55 10 346
BLAINE 29 6 268
BOONE 615 53 2138
"BOX BUTTE" 1692 144 2869
BOYD 188 10 873
BROWN 224 29 1302
BUFFALO 5365 518 13570
BURT 1291 55 2029
BUTLER 1045 76 2738
CASS 4367 257 7556
CEDAR 958 98 3278
CHASE 254 29 1584
CHERRY 436 71 2557
CHEYENNE 1084 116 3449
CLAY 667 48 2232
COLFAX 969 49 2051
CUMING 1031 69 2876
CUSTER 1083 119 4296
DAKOTA 2922 120 3094
DAWES 1132 118 2478
DAWSON 2199 200 5460
DEUEL 215 39 763
DIXON 870 71 1745
DODGE 5673 282 8995
DOUGLAS 106456 4251 113220
DUNDY 176 17 792
FILLMORE 807 65 2007
FRANKLIN 384 40 1112
FRONTIER 271 27 1007
FURNAS 423 35 1782
GAGE 3903 245 5513
GARDEN 242 20 829
GARFIELD 149 22 769
GOSPER 230 14 734
GRANT 30 11 322
GREELEY 340 25 820
HALL 7161 422 12646
HAMILTON 1146 125 3600
HARLAN 354 29 1395
HAYES 51 12 476
HITCHCOCK 274 43 1178
HOLT 882 135 3922
HOOKER 59 6 330
HOWARD 914 66 1890
JEFFERSON 1195 85 2166
JOHNSON 790 48 1225
KEARNEY 773 58 2349
KEITH 928 86 3044
"KEYA PAHA" 80 11 393
KIMBALL 395 57 1235
KNOX 1059 92 2885
LANCASTER 62015 2906 62434
LINCOLN 4450 477 10728
LOGAN 68 7 356
LOUP 62 6 290
MADISON 3485 338 10062
MCPHERSON 41 13 237
MERRICK 925 74 2490
MORRILL 455 54 1681
"NANCE" 481 34 1106
NEMAHA 1128 74 2012
NUCKOLLS 568 49 1574
OTOE 2561 163 4258
PAWNEE 400 42 899
PERKINS 238 21 1135
PHELPS 880 100 3400
PIERCE 637 87 2707
PLATTE 3148 264 10061
POLK 528 39 1890
"RED WILLOW" 952 93 3891
RICHARDSON 1191 105 2443
ROCK 103 14 672
SALINE 2289 112 2557
SARPY 26671 1606 43213
SAUNDERS 3307 235 6770
"SCOTTS BLUFF" 4327 312 9648
SEWARD 2386 184 5003
SHERIDAN 390 61 2021
SHERMAN 552 51 927
SIOUX 101 14 624
STANTON 614 81 1949
THAYER 728 57 1874
THOMAS 42 6 360
THURSTON 1247 29 939
VALLEY 498 40 1657
WASHINGTON 3132 215 6899
WAYNE 1074 115 2493
WEBSTER 442 42 1258
WHEELER 93 10 345
YORK 1373 108 4874
