COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ALBANY 7117 501 9006
"BIG HORN" 960 91 4232
CAMPBELL 2464 220 12415
CARBON 2158 161 4758
CONVERSE 1184 94 4447
CROOK 501 59 2836
FREMONT 5338 329 11429
GOSHEN 1566 99 4114
"HOT SPRINGS" 623 45 1812
JOHNSON 676 84 3231
LARAMIE 13171 757 25951
LINCOLN 1364 127 6423
"NATRONA" 9863 693 21512
NIOBRARA 230 20 1064
PARK 3007 307 10917
PLATTE 1328 97 3149
SHERIDAN 4066 274 9689
SUBLETTE 730 74 2847
SWEETWATER 5208 411 10653
TETON 5972 263 5124
UINTA 1815 185 6081
WASHAKIE 855 59 3200
WESTON 580 73 2739
