COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ACCOMACK 7655 183 8213
ALBEMARLE 29757 853 23297
ALEXANDRIA 52199 963 20249
ALLEGHANY 3403 175 3595
AMELIA 2490 94 4331
AMHERST 5900 194 8876
APPOMATTOX 2453 142 5340
ARLINGTON 81269 1865 34474
AUGUSTA 9451 597 23624
BATH 894 55 1274
BEDFORD 11434 590 28206
BLAND 735 69 2144
BOTETOURT 5452 310 12479
BRISTOL 2492 115 4780
BRUNSWICK 4994 75 2968
BUCHANAN 3094 116 6436
BUCKINGHAM 3750 138 3569
"BUENA VISTA" 919 43 1564
CAMPBELL 7595 406 17695
CAROLINE 7276 225 6151
CARROLL 3685 497 8736
"CHARLES CITY" 2772 64 1396
CHARLOTTE 2503 84 3311
CHARLOTTESVILLE 16510 443 4844
CHESAPEAKE 55052 1473 53900
CHESTERFIELD 77694 2360 90934
CLARKE 3239 227 4296
"COLONIAL HEIGHTS" 2544 139 5941
COVINGTON 1319 36 975
CRAIG 830 80 1757
CULPEPER 8285 346 11580
CUMBERLAND 2422 88 2538
DANVILLE 12218 223 7763
DICKENSON 2473 157 4274
DINWIDDIE 6550 164 6875
EMPORIA 1793 17 886
ESSEX 3016 57 2602
FAIRFAX 321924 7444 211548
"FALLS CHURCH" 5015 114 2147
FAUQUIER 13965 556 21034
FLOYD 2732 239 4673
FLUVANNA 5893 178 6678
FRANKLIN 11923 930 18214
FREDERICK 12690 846 22858
FREDERICKSBURG 7131 246 4060
GALAX 900 45 1332
GILES 2730 168 4660
GLOUCESTER 6764 382 12137
GOOCHLAND 4676 191 8448
GRAYSON 2068 252 4801
GREENE 3290 164 5569
GREENSVILLE 3135 25 1766
HALIFAX 7766 232 8694
HAMPTON 46966 884 18640
HANOVER 18294 824 39940
HARRISONBURG 8654 374 6565
HENRICO 89594 2198 70449
HENRY 10317 662 13984
HIGHLAND 459 30 924
HOPEWELL 5179 113 3739
"ISLE OF WIGHT" 8761 264 11802
"JAMES CITY" 17879 518 22843
"KING AND QUEEN" 1745 45 1865
"KING GEORGE" 4477 244 6604
"KING WILLIAM" 3344 113 5466
LANCASTER 3149 59 3753
LEE 2583 168 6847
LEXINGTON 1486 55 1146
LOUDOUN 82479 2289 75292
LOUISA 6953 284 9215
LUNENBURG 2684 81 2969
LYNCHBURG 15948 694 19806
MADISON 2639 106 3869
MANASSAS 8478 259 6463
"MANASSAS PARK" 2879 78 1699
MARTINSVILLE 3855 117 2312
MATHEWS 1807 79 3488
MECKLENBURG 6921 183 7973
MIDDLESEX 2370 91 3619
MONTGOMERY 19903 1100 20006
NELSON 4171 132 3947
"NEW KENT" 3555 152 7246
"NEWPORT NEWS" 51100 1114 27230
NORFOLK 62687 1209 23147
NORTHAMPTON 3741 74 2676
NORTHUMBERLAND 3191 57 4310
NORTON 566 31 895
NOTTOWAY 3344 93 3409
ORANGE 6870 240 9244
PAGE 3724 160 6344
PATRICK 2417 220 5622
PETERSBURG 14283 98 1527
PITTSYLVANIA 10858 560 19263
POQUOSON 1679 115 5312
PORTSMOUTH 32501 563 12858
POWHATAN 4088 237 11200
"PRINCE EDWARD" 5132 155 3952
"PRINCE GEORGE" 6991 176 8879
"PRINCE WILLIAM" 103331 2406 74458
PULASKI 5292 468 8920
RADFORD 2732 147 2520
RAPPAHANNOCK 1980 66 2311
RICHMOND 77495 1634 22210
ROANOKE 42845 1912 46615
ROCKBRIDGE 4088 191 5898
ROCKINGHAM 10065 615 24186
RUSSELL 3718 190 8180
SALEM 4760 259 7299
SCOTT 2395 158 7439
SHENANDOAH 6469 366 12538
SMYTH 4171 227 8379
SOUTHAMPTON 4437 94 4733
SPOTSYLVANIA 25165 965 31844
STAFFORD 27182 921 32480
STAUNTON 5728 210 5272
SUFFOLK 24267 479 17820
SURRY 2576 61 1671
SUSSEX 3358 61 2021
TAZEWELL 3661 228 13843
"VIRGINIA BEACH" 94299 3051 99291
WARREN 6452 377 9869
WASHINGTON 7076 415 18141
WAYNESBORO 3840 161 4790
WESTMORELAND 4295 94 3731
WILLIAMSBURG 4903 163 2682
WINCHESTER 5094 256 4946
WISE 3760 182 11076
WYTHE 3783 251 8324
YORK 13183 566 20204
