COUNTY DEM GRN OTH REP
COUNTY Gore_D Nader_G Other_O Bush_R
ADAIR 1753 66 29 2275
ADAMS 897 51 27 1170
ALLAMAKEE 2883 199 103 3277
APPANOOSE 2560 105 47 2992
AUDUBON 1780 56 39 1909
BENTON 5915 231 152 5468
"BLACK HAWK" 30112 1132 373 23468
BOONE 6270 252 102 5625
BREMER 5169 260 71 5675
BUCHANAN 5045 171 102 4092
"BUENA VISTA" 3297 227 99 4354
BUTLER 2735 113 39 3837
CALHOUN 2132 93 40 2776
CARROLL 4463 146 80 4879
CASS 2481 147 46 4206
CEDAR 4033 212 68 4031
"CERRO GORDO" 12185 408 172 9397
CHEROKEE 2845 160 124 3463
CHICKASAW 3435 145 68 2936
CLARKE 2081 75 36 1984
CLAY 3294 166 126 3992
CLAYTON 4238 206 93 4034
CLINTON 12276 471 204 9229
CRAWFORD 2838 146 89 3482
DALLAS 8561 320 143 10306
DAVIS 1691 67 44 1956
DECATUR 1674 94 38 1903
DELAWARE 3808 161 107 4273
"DES MOINES" 11351 409 220 7385
DICKINSON 3660 169 67 4225
DUBUQUE 22341 987 533 16462
EMMET 2165 98 36 2331
FAYETTE 4640 174 60 4747
FLOYD 3830 154 63 3191
FRANKLIN 2122 110 49 2657
FREMONT 1459 63 25 2069
GREENE 2301 106 30 2282
GRUNDY 2139 70 51 3851
GUTHRIE 2493 86 50 2840
HAMILTON 3407 141 58 3968
HANCOCK 2281 123 46 2988
HARDIN 3734 141 74 4486
HARRISON 2551 126 64 3802
HENRY 3907 183 105 4476
HOWARD 2426 100 43 1922
HUMBOLDT 1949 100 45 2846
IDA 1411 58 54 1968
IOWA 3230 188 101 3894
JACKSON 4945 227 91 3769
JASPER 8699 267 140 8729
JEFFERSON 2863 206 1231 3248
JOHNSON 31174 3248 448 17899
JONES 4690 195 57 4201
KEOKUK 2181 99 96 2571
KOSSUTH 3960 206 100 4612
LEE 9632 325 276 6339
LINN 48897 2106 644 40417
LOUISA 2294 85 51 2207
LUCAS 1934 65 42 2262
LYON 1313 68 43 3918
MADISON 3093 128 86 3662
MAHASKA 3370 143 59 5971
MARION 5741 208 101 8358
MARSHALL 8322 340 177 8785
MILLS 2039 126 66 3684
MITCHELL 2650 87 37 2388
MONONA 2086 93 77 2304
MONROE 1699 54 36 1858
MONTGOMERY 1838 85 54 3417
MUSCATINE 8058 371 164 7483
O'BRIEN 2170 108 92 4674
OSCEOLA 913 56 30 2064
PAGE 2293 125 53 4588
"PALO ALTO" 2326 81 75 2341
PLYMOUTH 3499 198 232 6189
POCAHONTAS 1736 78 85 2242
POLK 89715 3366 1159 79927
POTTAWATTAMIE 14726 690 268 18783
POWESHIEK 4222 287 75 4396
RINGGOLD 1246 47 30 1369
SAC 2099 97 61 2776
SCOTT 35857 1386 524 32801
SHELBY 2179 113 62 3655
SIOUX 2148 156 147 12241
STORY 17478 1317 341 16228
TAMA 4045 160 76 4034
TAYLOR 1247 46 33 1770
UNION 2540 108 89 3003
"VAN BUREN" 1440 51 54 2016
WAPELLO 8355 317 154 6313
WARREN 9521 371 140 9621
WASHINGTON 3932 245 90 4827
WAYNE 1300 31 24 1666
WEBSTER 8479 282 115 8172
WINNEBAGO 2691 115 59 2662
WINNESHIEK 4339 343 88 4647
WOODBURY 17691 804 537 18864
WORTH 2208 91 46 1659
WRIGHT 2796 107 49 3384
