COUNTY DEM OTH REP
COUNTY Clinton_D Other_O Trump_R
ADAMS 7676 1485 22790
ALEXANDER 1262 88 1496
BOND 2068 574 4888
BOONE 8986 1733 12282
BROWN 476 107 1796
BUREAU 6029 1261 9281
CALHOUN 739 111 1721
CARROLL 2447 564 4434
CASS 1621 287 3216
CHAMPAIGN 50137 8123 33368
CHRISTIAN 3992 924 10543
CLARK 1877 429 5622
CLAY 1020 309 5021
CLINTON 3945 1062 12412
COLES 7309 1551 13003
COOK 1611946 93382 453287
CRAWFORD 1992 459 6277
CUMBERLAND 1031 330 4206
"DE WITT" 1910 556 5077
DEKALB 20466 4043 19091
DOUGLAS 1949 522 5698
DUPAGE 228622 33732 166415
EDGAR 1793 435 5645
EDWARDS 434 135 2778
EFFINGHAM 3083 891 13635
FAYETTE 1819 394 7372
FORD 1414 502 4480
FRANKLIN 4727 868 13116
FULTON 6133 1172 8492
GALLATIN 657 108 1942
GREENE 1205 235 4145
GRUNDY 8065 1718 13454
HAMILTON 802 158 3206
HANCOCK 2139 552 6430
HARDIN 420 75 1653
HENDERSON 1155 208 2155
HENRY 8871 1787 13985
IROQUOIS 2504 810 9750
JACKSON 11634 2140 10843
JASPER 924 237 3975
JEFFERSON 4425 879 11695
JERSEY 2679 564 7748
"JO DAVIESS" 4462 751 6121
JOHNSON 1142 298 4649
KANE 103665 12915 82734
KANKAKEE 18971 3205 25129
KENDALL 24884 3602 24961
KNOX 10083 1423 10737
LAKE 171095 22658 109767
LASALLE 19543 3511 26689
LAWRENCE 1290 283 4521
LEE 5528 1349 8612
LIVINGSTON 4023 1038 10208
LOGAN 3313 907 8181
MACON 18343 2851 26866
MACOUPIN 6689 1349 14322
MADISON 50587 9102 70490
MARION 4369 846 11859
MARSHALL 1789 410 3785
MASON 2014 414 4058
MASSAC 1558 279 4846
MCDONOUGH 5288 1009 6795
MCHENRY 60803 9335 71612
MCLEAN 36196 6402 37237
MENARD 1817 467 4231
MERCER 3071 647 4807
MONROE 5535 1190 12629
MONTGOMERY 3504 844 8630
MORGAN 4696 1028 9076
MOULTRIE 1481 347 4455
OGLE 8050 1791 14352
PEORIA 38060 4810 35633
PERRY 2462 536 6855
PIATT 2645 729 5634
PIKE 1413 363 5754
POPE 375 89 1678
PULASKI 962 98 1675
PUTNAM 1147 197 1767
RANDOLPH 3439 732 10023
RICHLAND 1584 361 5739
"ROCK ISLAND" 32298 4698 26998
SALINE 2572 536 8276
SANGAMON 40907 7522 49944
SCHUYLER 1075 229 2524
SCOTT 535 107 1966
SHELBY 2288 493 8229
"ST. CLAIR" 60756 5967 53857
STARK 751 214 1778
STEPHENSON 7768 1492 11083
TAZEWELL 20685 5008 38707
UNION 2402 345 5790
VERMILION 10039 1444 19087
WABASH 1151 266 4047
WARREN 2987 545 4275
WASHINGTON 1448 408 5571
WAYNE 1048 246 6967
WHITE 1412 283 5640
WHITESIDE 11035 1932 12615
WILL 151927 16257 132720
WILLIAMSON 8581 1701 21570
WINNEBAGO 55713 7039 55624
WOODFORD 5092 1565 13207
