COUNTY DEM OTH REP
COUNTY Kerry_D Other_O Bush_R
ALACHUA 62504 1062 47762
BAKER 2180 37 7738
BAY 21068 552 53404
BRADFORD 3244 54 7557
BREVARD 110309 2085 153068
BROWARD 453873 8325 244674
CALHOUN 2116 65 3782
CHARLOTTE 34256 1102 44428
CITRUS 29277 690 39500
CLAY 18971 446 62078
COLLIER 43892 1160 83631
COLUMBIA 8031 202 16758
DESOTO 3913 73 5524
DIXIE 1960 48 4434
DUVAL 158610 2261 220190
ESCAMBIA 48329 1383 93566
FLAGLER 18578 269 19633
FRANKLIN 2401 58 3472
GADSDEN 14629 102 6253
GILCHRIST 2017 62 4936
GLADES 1718 27 2443
GULF 2407 65 4805
HAMILTON 2260 27 2792
HARDEE 2149 51 5049
HENDRY 3960 58 5757
HERNANDO 37187 725 42635
HIGHLANDS 15347 271 25878
HILLSBOROUGH 214132 3514 245576
HOLMES 1810 78 6412
"INDIAN RIVER" 23956 520 36938
JACKSON 7555 130 12122
JEFFERSON 4135 45 3298
LAFAYETTE 845 20 2460
LAKE 48221 1340 74389
LEE 93860 2631 144176
LEON 83873 891 51615
LEVY 6074 168 10410
LIBERTY 1070 24 1927
MADISON 4050 63 4191
MANATEE 61262 1041 81318
MARION 57271 1123 81283
MARTIN 30208 883 41362
MIAMI-DADE 409732 3899 361095
MONROE 19654 414 19467
"NASSAU" 8573 387 23783
OKALOOSA 19368 695 69693
OKEECHOBEE 5153 59 6978
ORANGE 193354 2151 192539
OSCEOLA 38633 454 43117
"PALM BEACH" 328687 3247 212688
PASCO 84749 2937 103230
PINELLAS 225460 4211 225686
POLK 86009 1262 123559
PUTNAM 12412 250 18311
"SANTA ROSA" 14659 589 52059
SARASOTA 88442 2518 104692
SEMINOLE 76971 1052 108172
"ST. JOHNS" 26399 695 59196
"ST. LUCIE" 51835 636 47592
SUMTER 11584 458 19800
SUWANNEE 4522 127 11153
TAYLOR 3049 65 5467
UNION 1251 28 3396
VOLUSIA 115519 1496 111924
WAKULLA 4896 90 6777
WALTON 6213 208 17555
WASHINGTON 2912 85 7369
