COUNTY DEM OTH REP
COUNTY Obama_D Other_O Romney_R
ANDERSON 3813 137 12262
ANDREWS 795 48 3639
ANGELINA 7834 269 20303
ARANSAS 2704 114 6830
ARCHER 525 39 3600
ARMSTRONG 98 9 828
ATASCOSA 5133 127 7461
AUSTIN 2252 132 9265
BAILEY 466 11 1339
BANDERA 1864 158 7426
BASTROP 9864 584 14033
BAYLOR 267 28 1297
BEE 3452 71 4356
BELL 35512 1120 49574
BEXAR 264856 7208 241617
BLANCO 1220 115 3638
BORDEN 32 7 324
BOSQUE 1367 104 5885
BOWIE 10196 339 24869
BRAZORIA 34421 1456 70862
BRAZOS 17477 1276 37209
BREWSTER 1765 126 1976
BRISCOE 117 7 578
BROOKS 1886 10 507
BROWN 1904 148 11895
BURLESON 1705 80 4671
BURNET 3674 279 12843
CALDWELL 4791 256 6021
CALHOUN 2410 94 4144
CALLAHAN 751 68 4378
CAMERON 49975 821 26099
CAMP 1428 26 2881
CARSON 292 35 2451
CASS 2924 101 8763
CASTRO 630 19 1470
CHAMBERS 2790 158 11787
CHEROKEE 3875 157 12094
CHILDRESS 320 11 1665
CLAY 740 51 4266
COCHRAN 256 12 649
COKE 179 11 1218
COLEMAN 442 38 3012
COLLIN 101415 4518 196888
COLLINGSWORTH 177 11 962
COLORADO 2029 62 6026
COMAL 11450 761 39318
COMANCHE 890 72 3944
CONCHO 194 14 793
COOKE 2246 154 11951
CORYELL 5158 226 11220
COTTLE 180 6 555
CRANE 275 23 985
CROCKETT 480 20 957
CROSBY 639 16 1132
CULBERSON 568 16 295
DALLAM 253 33 1248
DALLAS 405571 8733 295813
DAWSON 1019 32 2591
"DEAF SMITH" 1239 28 3042
DELTA 454 40 1524
DENTON 80978 4224 157579
DEWITT 1467 49 5122
DICKENS 216 10 793
DIMMIT 2141 14 762
DONLEY 226 22 1287
DUVAL 3331 33 980
EASTLAND 970 81 5444
ECTOR 8118 385 24010
EDWARDS 232 10 642
"EL PASO" 112952 2310 57150
ELLIS 13881 696 39574
ERATH 1965 179 10329
FALLS 2033 45 3356
FANNIN 2486 157 8161
FAYETTE 2315 130 8106
FISHER 512 23 1094
FLOYD 551 11 1523
FOARD 140 7 348
"FORT BEND" 101144 2219 116126
FRANKLIN 751 60 3446
FREESTONE 1850 74 5646
